Mag,Lat,Long,Depth,Region,Status,CloserCity
3.7,2.76° S,77.64° W,99.7,Ecuador - Morona Santiago,M,"67.73km Sucua,Morona Stgo"
3.6,3.98° S,80.84° W,3.4,Peru-Ecuador Border,M,"88.18km Huaquillas,El Oro"
3.9,0.45° S,80.43° W,10,Ecuador - Manabi,M,"17.42km San Vicente,Manabi"
6.2,0.49° S,80.39° W,20.8,Ecuador - Manabi,M,"13.20km San Vicente,Manabi"
4.8,1.77° S,78.25° W,165.2,Ecuador - Morona Santiago,M,"41.89km Puyo,Pastaza"
3.8,1.74° S,78.28° W,149.2,Ecuador - Morona Santiago,M,"41.82km Guano,Chimborazo"
3.5,0.39° N,76.06° W,19.6,Colombia-Ecuador Border,M,"98.70km Nueva Loja,Sucumbios"
3.6,2.36° S,79.42° W,81.3,Ecuador - Canar,M,"10.83km La Troncal,Canar"
4.5,0.62° N,80.08° W,7.5,Near Coast of Ecuador,M,"6.92km Muisne,Esmeraldas"
4.7,1.22° S,80.52° W,4.3,Ecuador - Manabi,M,"16.11km Jipijapa,Manabi"
4.5,0.60° N,80.13° W,7.2,Near Coast of Ecuador,M,"12.07km Muisne,Esmeraldas"
2.9,0.37° N,78.26° W,6.6,Ecuador - Imbabura,M,"6.23km Atuntaqui,Imbabura"
4.7,4.14° S,80.31° W,41.5,Ecuador - Loja,M,"49.46km Macara,Loja"
3.8,4.42° S,80.48° W,35.6,Peru-Ecuador Border,M,"61.02km Macara,Loja"
3.3,1.04° S,78.54° W,6,Ecuador - Cotopaxi,M,"5.86km Salcedo,Cotopaxi"
3.1,0.82° S,91.08° W,2,Ecuador - Galapagos,M,"85.64km Pto Ayora,Galapagos"
3.3,0.62° N,79.96° W,5.9,Ecuador - Esmeraldas,M,"7.09km Muisne,Esmeraldas"
3.5,2.73° S,77.49° W,30.5,Ecuador - Morona Santiago,M,"81.71km Sucua,Morona Stgo"
3.2,0.57° S,80.26° W,1.6,Ecuador - Manabi,M,"16.58km San Vicente,Manabi"
4.7,1.10° S,80.60° W,2.1,Ecuador - Manabi,M,"8.80km Montecristi,Manabi"
3.5,2.44° S,79.05° W,74.4,Ecuador - Canar,M,"18.01km Canar,Canar"
3.5,2.95° S,79.79° W,10,Ecuador - Guayas,M,"11.56km Balao,Guayas"
4.7,3.13° S,81.01° W,8,Near Coast of Northern Peru,M,"88.22km Playas,Guayas"
3.7,2.37° S,80.26° W,9.4,Ecuador - Guayas,M,"32.11km Playas,Guayas"
3.6,1.71° S,76.17° W,196,Ecuador - Pastaza,M,"165.84km Pto Fsco de Orellana,Orellana"
3.5,0.23° N,79.14° W,12.9,Ecuador - Pichincha,M,"37.24km La Concordia,Sto Dom Tsachilas"
2.6,1.47° S,78.31° W,1.9,Ecuador - Tungurahua,M,"15.62km Banos,Tungurahua"
3.6,2.22° S,80.50° W,10,Ecuador - Santa Elena,M,"5.91km Santa Elena,Sta Elena"
3.6,3.85° S,80.19° W,45.3,Peru-Ecuador Border,M,"a 35.90km de Arenillas,El Oro"
5,0.76° N,80.20° W,9,Near Coast of Ecuador,M,"a 25.80km de Muisne,Esmeraldas"
4.3,0.82° N,80.24° W,11.8,Near Coast of Ecuador,M,"a 33.51km de Muisne,Esmeraldas"
3.9,0.72° N,80.10° W,6.2,Near Coast of Ecuador,M,"a 14.51km de Muisne,Esmeraldas"
3.9,1.52° S,80.92° W,12.2,Near Coast of Ecuador,M,"a 12.97km de Puerto Lopez,Manabi"
4.3,2.99° S,78.88° W,69.7,Ecuador - Azuay,M,"a 15.77km de Gualaceo,Azuay"
2,0.80° S,91.25° W,10,Ecuador - Galapagos,M,"a 104.27km de Pto Ayora,Galapagos"
4.7,1.74° N,91.16° W,10,Ecuador - Galapagos,M,"a 291.19km de Pto Ayora,Galapagos"
3.6,0.67° S,77.88° W,3.1,Ecuador - Napo,M,"a 37.46km de Tena,Napo"
4.2,0.70° S,77.91° W,-2,Ecuador - Napo,M,"a 35.16km de Tena,Napo"
4.1,0.81° S,91.11° W,6.5,Ecuador - Galapagos,M,"a 88.59km de Pto Ayora,Galapagos"
2.8,0.91° N,77.84° W,10,Colombia-Ecuador Border,M,"a 16.99km de Tulcan,Carchi"
3.4,0.84° S,91.11° W,4.3,Ecuador - Galapagos,M,"a 89.14km de Pto Ayora,Galapagos"
3.1,0.36° S,78.54° W,4.8,Ecuador - Pichincha,M,"a 10.51km de Sangolqui,Pichincha"
3.6,0.77° S,78.70° W,7.1,Ecuador - Cotopaxi,M,"a 6.88km de Saquisili,Cotopaxi"
3.5,0.07° N,78.36° W,5.8,Ecuador - Pichincha,M,"a 17.82km de Tabacundo,Pichincha"
3.8,2.26° S,80.21° W,17.3,Ecuador - Guayas,M,"a 33.67km de Guayaquil,Guayas"
5.4,1.67° N,91.16° W,24.2,Ecuador - Galapagos,M,"a 284.83km de Pto Ayora,Galapagos"
2.3,1.42° S,78.48° W,4.2,Ecuador - Tungurahua,M,"a 6.46km de Banos,Tungurahua"
4.8,0.84° S,80.44° W,20,Ecuador - Manabi,M,"a 9.31km de Rocafuerte,Manabi"
4.1,0.77° S,91.09° W,14.6,Ecuador - Galapagos,M,"a 86.14km de Pto Ayora,Galapagos"
2.7,1.39° S,78.44° W,8,Ecuador - Tungurahua,M,"a 1.28km de Banos,Tungurahua"
3.5,0.83° S,91.11° W,4.4,Ecuador - Galapagos,M,"a 88.48km de Pto Ayora,Galapagos"
2.6,0.84° S,91.11° W,4.3,Ecuador - Galapagos,M,"a 89.08km de Pto Ayora,Galapagos"
3.7,3.38° S,75.91° W,10,Northern Peru,M,"a 270.74km de Sucua,Morona Stgo"
3.6,2.26° S,79.83° W,36.8,Ecuador - Guayas,M,"a 11.46km de Duran,Guayas"
3.7,0.84° S,91.13° W,-,Ecuador - Galapagos,M,"a 91.11km de Pto Ayora,Galapagos"
3.5,2.99° S,77.96° W,85.7,Ecuador - Morona Santiago,M,"a 63.30km de Sucua,Morona Stgo"
3.6,3.43° S,80.50° W,10.4,Peru-Ecuador Border,M,"a 30.92km de Huaquillas,El Oro"
3.7,3.06° S,77.76° W,1.8,Peru-Ecuador Border,M,"a 80.43km de Sucua,Morona Stgo"
4.4,2.28° S,79.23° W,4.6,Ecuador - Guayas,M,"a 9.97km de Bucay,Guayas"
3.7,0.15° S,78.37° W,5.7,Ecuador - Pichincha,M,"a 11.22km de Quito,Pichincha"
3.6,0.92° S,79.31° W,88,Ecuador - Los Rios,M,"a 6.40km de Valencia,Los Rios"
4.1,1.28° N,79.99° W,0.7,Near Coast of Ecuador,M,"a 48.55km de Atacames,Esmeraldas"
5.6,1.73° S,77.83° W,4.8,Ecuador - Pastaza,M,"a 32.90km de Puyo,Pastaza"
4.5,3.76° S,79.88° W,50,Ecuador - El Oro,M,"a 23.36km de Pinas,El Oro"
4.3,0.86° S,91.14° W,-,Ecuador - Galapagos,M,"a 92.29km de Pto Ayora,Galapagos"
4.7,3.99° S,80.94° W,6.6,Peru-Ecuador Border,M,"a 98.31km de Huaquillas,El Oro"
3.8,4.58° S,80.71° W,17.7,Peru-Ecuador Border,M,"a 88.93km de Macara,Loja"
4.6,0.20° N,77.73° W,2.7,Ecuador - Sucumbios,M,"a 45.64km de San Gabriel,Carchi"
3.5,3.27° S,79.04° W,47.3,Ecuador - Azuay,M,"a 41.78km de Cuenca,Azuay"
4.3,4.00° S,78.16° W,10,Peru-Ecuador Border,M,"a 69.34km de Yantzaza,Zamora Ch"
3.7,1.14° S,80.37° W,5.6,Ecuador - Manabi,M,"a 6.94km de Santa Ana,Manabi"
3.9,0.98° S,80.97° W,18.9,Near Coast of Ecuador,M,"a 28.57km de Manta,Manabi"
3.7,4.39° S,77.86° W,26.8,Northern Peru,M,"a 117.71km de Yantzaza,Zamora Ch"
3.7,3.15° S,78.36° W,10,Ecuador - Morona Santiago,M,"a 37.04km de Gualaquiza,Morona Stgo"
3.8,1.71° S,77.87° W,7.7,Ecuador - Pastaza,M,"a 28.80km de Puyo,Pastaza"
3.6,1.73° S,77.82° W,4.3,Ecuador - Pastaza,M,"a 33.47km de Puyo,Pastaza"
3.6,1.75° S,77.81° W,3.9,Ecuador - Pastaza,M,"a 35.04km de Puyo,Pastaza"
3.5,0.83° S,91.13° W,1.1,Ecuador - Galapagos,M,"a 90.85km de Pto Ayora,Galapagos"
3.6,2.96° S,81.31° W,10,Near Coast of Ecuador,M,"a 90.31km de Salinas,Sta Elena"
3.2,0.82° S,91.09° W,5.2,Ecuador - Galapagos,M,"a 87.04km de Pto Ayora,Galapagos"
3.5,1.74° S,77.83° W,3.3,Ecuador - Pastaza,M,"a 33.83km de Puyo,Pastaza"
2.6,0.81° S,91.09° W,-1.7,Ecuador - Galapagos,M,"a 86.38km de Pto Ayora,Galapagos"
3.5,2.17° S,77.78° W,2.8,Ecuador - Morona Santiago,M,"a 40.35km de Macas,Morona Stgo"
3.6,0.92° S,91.12° W,7.2,Ecuador - Galapagos,M,"a 91.70km de Pto Ayora,Galapagos"
4.5,2.41° S,80.22° W,15.6,Ecuador - Guayas,M,"a 31.35km de Playas,Guayas"
3.8,0.05° N,80.27° W,5.7,Near Coast of Ecuador,M,"a 23.92km de Pedernales,Manabi"
3.8,2.16° S,78.68° W,15.4,Ecuador - Chimborazo,M,"a 19.31km de Alausi,Chimborazo"
3.9,0.78° N,79.78° W,17.5,Ecuador - Esmeraldas,M,"a 11.86km de Atacames,Esmeraldas"
3.9,1.18° N,79.75° W,9.9,Near Coast of Ecuador,M,"a 26.13km de Esmeraldas,Esmeraldas"
4,2.94° S,77.96° W,5,Ecuador - Morona Santiago,M,"a 58.06km de Sucua,Morona Stgo"
3.3,0.91° S,91.16° W,9.4,Ecuador - Galapagos,M,"a 95.42km de Pto Ayora,Galapagos"
3.6,1.32° S,78.89° W,111.2,Ecuador - Tungurahua,M,"a 30.65km de Ambato,Tungurahua"
3.5,0.15° S,80.71° W,9.7,Near Coast of Ecuador,M,"a 49.53km de Jama,Manabi"
3.5,2.87° S,79.73° W,10,Ecuador - Guayas,M,"a 4.55km de Balao,Guayas"
4,0.83° S,91.12° W,3.5,Ecuador - Galapagos,M,"a 89.65km de Pto Ayora,Galapagos"
3.5,2.91° S,79.71° W,1.9,Ecuador - Guayas,M,"a 0.81km de Balao,Guayas"
3.1,1.27° S,78.44° W,9.6,Ecuador - Tungurahua,M,"a 13.11km de Pelileo,Tungurahua"
3.8,2.40° S,79.79° W,45.9,Ecuador - Guayas,M,"a 26.54km de Duran,Guayas"
3.7,0.77° N,79.68° W,7.4,Ecuador - Esmeraldas,M,"a 21.49km de Atacames,Esmeraldas"
3.7,4.03° S,80.92° W,5.7,Peru-Ecuador Border,M,"a 99.50km de Huaquillas,El Oro"
4.2,1.60° S,81.20° W,4.2,Off Coast of Ecuador,M,"a 44.07km de Puerto Lopez,Manabi"
3.6,2.87° S,79.78° W,5,Ecuador - Guayas,M,"a 9.88km de Balao,Guayas"
5.8,2.86° S,79.76° W,21.2,Ecuador - Guayas,M,"a 8.25km de Balao,Guayas"
3.5,2.66° S,80.15° W,38.2,Ecuador - Guayas,M,"a 27.02km de Playas,Guayas"
4.4,1.59° S,81.05° W,2.7,Off Coast of Ecuador,M,"a 27.94km de Puerto Lopez,Manabi"
4.5,1.60° S,81.23° W,18.8,Off Coast of Ecuador,M,"a 47.82km de Puerto Lopez,Manabi"
4,3.01° S,79.89° W,31,Near Coast of Ecuador,M,"a 24.28km de Balao,Guayas"
4.4,2.85° S,80.70° W,5,Near Coast of Ecuador,M,"a 42.71km de Playas,Guayas"
4,1.63° S,77.89° W,194.2,Ecuador - Pastaza,M,"a 19.85km de Puyo,Pastaza"
4.1,1.91° S,80.95° W,1.8,Near Coast of Ecuador,M,"a 35.14km de Salinas,Sta Elena"
3.5,2.94° S,77.95° W,5,Ecuador - Morona Santiago,M,"a 59.00km de Sucua,Morona Stgo"
3.6,2.13° S,79.94° W,40.8,Ecuador - Guayas,M,"a 5.16km de Guayaquil,Guayas"
3.8,1.93° S,77.71° W,186.7,Ecuador - Pastaza,M,"a 58.73km de Puyo,Pastaza"
4.8,2.82° S,79.78° W,4.1,Ecuador - Guayas,M,"a 13.29km de Balao,Guayas"
4.5,2.84° S,79.78° W,4.1,Ecuador - Guayas,M,"a 11.74km de Balao,Guayas"
3.6,2.22° S,80.42° W,12,Ecuador - Santa Elena,M,"a 13.88km de Santa Elena,Sta Elena"
3.6,2.86° S,79.73° W,3.8,Ecuador - Guayas,M,"a 6.01km de Balao,Guayas"
4.8,3.22° S,83.12° W,20,Off Coast of Northern Peru,M,"a 264.43km de Salinas,Sta Elena"
5,0.40° S,91.39° W,20.2,Ecuador - Galapagos,M,"a 125.37km de Pto Ayora,Galapagos"
3.7,0.74° N,79.28° W,47.3,Ecuador - Esmeraldas,M,"a 48.34km de Esmeraldas,Esmeraldas"
3.3,1.43° S,78.45° W,6.1,Ecuador - Tungurahua,M,"a 4.98km de Banos,Tungurahua"
4.5,0.83° S,91.11° W,0.3,Ecuador - Galapagos,M,"a 89.40km de Pto Ayora,Galapagos"
3.7,1.63° S,78.35° W,6.5,Ecuador - Morona Santiago,M,"a 27.67km de Banos,Tungurahua"
3.4,0.81° S,91.13° W,1,Ecuador - Galapagos,M,"a 90.68km de Pto Ayora,Galapagos"
3.7,2.48° S,79.91° W,36.3,Ecuador - Guayas,M,"a 34.52km de Guayaquil,Guayas"
3.9,1.59° S,80.91° W,1.8,Near Coast of Ecuador,M,"a 12.51km de Puerto Lopez,Manabi"
3.5,0.35° S,81.29° W,6,Off Coast of Ecuador,M,"a 94.16km de Manta,Manabi"
4.4,4.83° S,76.91° W,2,Northern Peru,M,"a 233.50km de Yantzaza,Zamora Ch"
3.8,2.48° S,79.59° W,38.2,Ecuador - Guayas,M,"a 21.68km de Naranjal,Guayas"
4.5,2.92° S,79.81° W,9.9,Ecuador - Guayas,M,"a 11.72km de Balao,Guayas"
4.1,0.40° N,80.53° W,9.5,Near Coast of Ecuador,M,"a 61.18km de Muisne,Esmeraldas"
3.7,0.69° N,77.88° W,1.6,Ecuador - Carchi,M,"a 12.21km de San Gabriel,Carchi"
3.6,0.73° N,77.64° W,5.1,Colombia-Ecuador Border,M,"a 12.43km de Tulcan,Carchi"
4,0.92° S,91.11° W,10.2,Ecuador - Galapagos,M,"a 90.85km de Pto Ayora,Galapagos"
3.8,1.56° S,77.79° W,7.5,Ecuador - Pastaza,M,"a 25.07km de Puyo,Pastaza"
4.3,2.90° S,79.77° W,10,Ecuador - Guayas,M,"a 7.93km de Balao,Guayas"
3.4,0.71° N,77.90° W,3.8,Ecuador - Carchi,M,"a 14.84km de San Gabriel,Carchi"
4,1.47° S,81.04° W,4.9,Off Coast of Ecuador,M,"a 28.25km de Puerto Lopez,Manabi"
4.9,0.55° S,80.79° W,6.7,Near Coast of Ecuador,M,"a 41.11km de Bahia de Caraquez,Manabi"
3.8,1.80° S,79.26° W,63.8,Ecuador - Los Rios,A,"a 3.31km de Montalvo,Los Rios"
3.3,0.90° S,91.11° W,7.7,Ecuador - Galapagos,M,"a 89.49km de Pto Ayora,Galapagos"
3.5,0.27° S,79.10° W,4.2,Ecuador - Santo Domingo,M,"a 8.76km de Sto Domingo,Sto Dom Tsachilas"
4.2,0.17° S,78.64° W,3.4,Ecuador - Pichincha,M,"a 18.75km de Quito,Pichincha"
3.5,1.01° S,80.60° W,7,Ecuador - Manabi,M,"a 7.19km de Jaramijo,Manabi"
3.5,0.25° N,79.11° W,13.6,Ecuador - Pichincha,M,"a 40.86km de Quininde,Esmeraldas"
3.8,1.06° S,78.72° W,4.5,Ecuador - Cotopaxi,M,"a 12.15km de Pujili,Cotopaxi"
3.1,0.84° S,91.13° W,4,Ecuador - Galapagos,M,"a 91.55km de Pto Ayora,Galapagos"
3.8,0.80° S,91.15° W,7,Ecuador - Galapagos,M,"a 92.79km de Pto Ayora,Galapagos"
3.7,1.16° S,78.23° W,1.1,Ecuador - Tungurahua,M,"a 33.88km de Banos,Tungurahua"
3.7,2.34° S,79.15° W,76.6,Ecuador - Canar,M,"a 15.23km de Cumanda,Chimborazo"
2.6,1.45° S,78.59° W,7.6,Ecuador - Tungurahua,M,"a 14.51km de Pelileo,Tungurahua"
4,0.84° S,91.11° W,-1.8,Ecuador - Galapagos,M,"a 89.10km de Pto Ayora,Galapagos"
4.6,2.81° S,79.85° W,8.6,Near Coast of Ecuador,M,"a 19.85km de Balao,Guayas"
4.2,0.84° S,91.14° W,0.2,Ecuador - Galapagos,M,"a 92.07km de Pto Ayora,Galapagos"
2.6,0.85° S,91.15° W,5.9,Ecuador - Galapagos,M,"a 93.77km de Pto Ayora,Galapagos"
2.7,0.40° S,91.38° W,7.7,Ecuador - Galapagos,M,"a 124.66km de Pto Ayora,Galapagos"
3.6,0.73° N,77.91° W,4,Ecuador - Carchi,M,"a 17.88km de San Gabriel,Carchi"
4.3,0.22° S,80.64° W,6.3,Near Coast of Ecuador,M,"a 41.58km de Jama,Manabi"
3.8,0.19° S,80.66° W,5.3,Near Coast of Ecuador,M,"a 44.33km de Jama,Manabi"
3.2,0.80° S,91.13° W,0.3,Ecuador - Galapagos,M,"a 90.60km de Pto Ayora,Galapagos"
4.9,0.18° S,80.66° W,4.8,Near Coast of Ecuador,M,"a 44.51km de Jama,Manabi"
3.8,0.16° S,80.76° W,7.2,Near Coast of Ecuador,M,"a 55.21km de Jama,Manabi"
3.8,4.11° S,77.68° W,20,Northern Peru,M,"a 124.24km de Yantzaza,Zamora Ch"
3.9,3.90° S,80.61° W,10,Peru-Ecuador Border,M,"a 63.24km de Huaquillas,El Oro"
3.7,0.84° S,91.14° W,0.9,Ecuador - Galapagos,M,"a 92.38km de Pto Ayora,Galapagos"
3.4,0.84° S,91.09° W,8.8,Ecuador - Galapagos,M,"a 86.88km de Pto Ayora,Galapagos"
3.6,2.28° S,80.42° W,9.4,Ecuador - Santa Elena,M,"a 16.99km de Santa Elena,Sta Elena"
3.9,1.31° N,75.49° W,10,Colombia,M,"a 207.55km de Nueva Loja,Sucumbios"
3.6,0.81° N,77.95° W,2.1,Ecuador - Carchi,M,"a 26.47km de Tulcan,Carchi"
5.4,0.61° N,83.09° W,7,Off Coast of Ecuador,M,"a 317.23km de Manta,Manabi"
3.6,1.26° S,80.46° W,1.7,Ecuador - Manabi,M,"a 11.41km de Santa Ana,Manabi"
4.2,0.84° S,91.12° W,0.2,Ecuador - Galapagos,M,"a 90.12km de Pto Ayora,Galapagos"
3.5,2.46° S,80.13° W,16.1,Ecuador - Guayas,M,"a 34.58km de Playas,Guayas"
3.7,0.40° N,79.88° W,6.6,Ecuador - Esmeraldas,M,"a 27.91km de Muisne,Esmeraldas"
4,4.99° S,80.44° W,303.4,Peru-Ecuador Border,M,"a 88.67km de Macara,Loja"
3.1,0.82° S,91.10° W,4.9,Ecuador - Galapagos,M,"a 87.74km de Pto Ayora,Galapagos"
3.5,1.00° S,90.98° W,5.2,Ecuador - Galapagos,M,"a 78.96km de Pto Ayora,Galapagos"
4,0.71° N,77.88° W,2.1,Ecuador - Carchi,M,"a 14.36km de San Gabriel,Carchi"
3.6,2.92° S,80.71° W,3.4,Near Coast of Ecuador,M,"a 48.62km de Playas,Guayas"
3.8,2.09° S,78.05° W,138.6,Ecuador - Morona Santiago,M,"a 25.19km de Macas,Morona Stgo"
4.2,1.95° S,79.23° W,5,Ecuador - Bolivar,M,"a 18.98km de Montalvo,Los Rios"
4.1,0.82° S,91.10° W,-,Ecuador - Galapagos,M,"a 87.94km de Pto Ayora,Galapagos"
3.7,1.52° S,77.61° W,182.8,Ecuador - Pastaza,M,"a 43.29km de Puyo,Pastaza"
3.6,1.71° S,78.10° W,155.3,Ecuador - Morona Santiago,M,"a 26.33km de Puyo,Pastaza"
4.4,1.50° S,79.25° W,10,Ecuador - Bolivar,M,"a 8.16km de Echeandia,Bolivar"
4.1,0.84° S,81.10° W,10,Off Coast of Ecuador,M,"a 45.43km de Manta,Manabi"
4,2.51° S,79.62° W,9.4,Ecuador - Guayas,M,"a 17.35km de Naranjal,Guayas"
2.7,0.81° S,91.12° W,4,Ecuador - Galapagos,M,"a 89.91km de Pto Ayora,Galapagos"
4.3,2.11° S,79.63° W,72.2,Ecuador - Guayas,M,"a 5.58km de Milagro,Guayas"
3.8,0.85° S,91.15° W,0.6,Ecuador - Galapagos,M,"a 93.41km de Pto Ayora,Galapagos"
4.3,0.31° N,80.94° W,4.9,Near Coast of Ecuador,M,"a 94.39km de Jama,Manabi"
3.8,0.35° N,80.90° W,7,Near Coast of Ecuador,M,"a 93.90km de Jama,Manabi"
3.8,0.66° N,81.14° W,6,Off Coast of Ecuador,M,"a 124.65km de Muisne,Esmeraldas"
2.2,1.43° S,78.48° W,6.2,Ecuador - Tungurahua,M,"a 7.27km de Banos,Tungurahua"
2.7,1.42° S,78.46° W,9.2,Ecuador - Tungurahua,M,"a 4.78km de Banos,Tungurahua"
3.5,0.22° N,80.67° W,10,Near Coast of Ecuador,M,"a 65.57km de Jama,Manabi"
3.7,0.23° N,80.67° W,4.7,Near Coast of Ecuador,M,"a 66.50km de Jama,Manabi"
3.6,0.28° N,80.89° W,4.2,Near Coast of Ecuador,M,"a 88.20km de Jama,Manabi"
4,0.58° N,78.67° W,3.3,Ecuador - Esmeraldas,M,"a 53.70km de Cotacachi,Imbabura"
5.4,0.60° N,78.69° W,3.4,Ecuador - Esmeraldas,M,"a 57.28km de Cotacachi,Imbabura"
4.2,0.83° S,91.17° W,14.7,Ecuador - Galapagos,M,"a 95.73km de Pto Ayora,Galapagos"
3.8,3.84° S,79.67° W,46.1,Ecuador - Loja,M,"a 15.08km de Portovelo,El Oro"
3.5,0.57° N,80.07° W,6.9,Near Coast of Ecuador,M,"a 6.59km de Muisne,Esmeraldas"
3.9,0.77° S,80.78° W,4,Near Coast of Ecuador,M,"a 23.06km de Manta,Manabi"
4.1,0.78° S,81.07° W,4.3,Off Coast of Ecuador,M,"a 45.72km de Manta,Manabi"
4.1,0.84° S,81.10° W,10,Off Coast of Ecuador,M,"a 45.43km de Manta,Manabi"
3.6,1.70° S,78.10° W,173.5,Ecuador - Morona Santiago,M,"a 25.93km de Puyo,Pastaza"
3.6,3.10° S,77.18° W,10,Peru-Ecuador Border Region,M,"a 130.89km de Sucua,Morona Stgo"
3.5,1.00° S,90.98° W,5.2,"Galapagos Islands, Ecuador",M,"a 78.96km de Pto Ayora,Galapagos"
3.5,2.82° S,77.18° W,10,Peru-Ecuador Border Region,M,"a 116.72km de Sucua,Morona Stgo"
4.1,0.82° S,91.10° W,-,Ecuador - Galapagos,M,"a 87.94km de Pto Ayora,Galapagos"
3.1,0.82° S,91.10° W,4.9,Ecuador - Galapagos,M,"a 87.74km de Pto Ayora,Galapagos"
3.7,0.37° N,79.90° W,5.7,Ecuador - Esmeraldas,M,"a 30.51km de Muisne,Esmeraldas"
3.5,2.46° S,80.13° W,16.1,Ecuador - Guayas,M,"a 34.58km de Playas,Guayas"
3.9,1.31° N,75.49° W,10,Colombia,M,"a 207.55km de Nueva Loja,Sucumbios"
3.5,2.85° S,79.77° W,1,Ecuador - Guayas,M,"a 9.96km de Balao,Guayas"
3.9,2.82° S,76.95° W,63.9,Peru-Ecuador Border Region,M,"a 140.86km de Sucua,Morona Stgo"
4,4.99° S,80.44° W,303.4,Peru-Ecuador Border Region,M,"a 88.67km de Macara,Loja"
4.2,0.84° S,91.12° W,0.2,Ecuador - Galapagos,M,"a 90.12km de Pto Ayora,Galapagos"
3.4,0.84° S,91.09° W,8.8,Ecuador - Galapagos,M,"a 86.88km de Pto Ayora,Galapagos"
3.7,0.84° S,91.14° W,0.9,Ecuador - Galapagos,M,"a 92.38km de Pto Ayora,Galapagos"
3.9,3.90° S,80.61° W,10,Peru-Ecuador Border Region,M,"a 63.24km de Huaquillas,El Oro"
3.2,0.80° S,91.13° W,0.3,Ecuador - Galapagos,M,"a 90.60km de Pto Ayora,Galapagos"
5.4,0.61° N,83.09° W,7,Off Coast of Ecuador,M,"a 317.23km de Manta,Manabi"
5.45892053,0.31° N,80.13° W,22.30558268,Ecuador - Manabi,M,"Muisne,Esmeraldas"
4.16999697,0.05° S,80.12° W,5.42705679,Ecuador - Manabi,M,"Pedernales,Manabi"
5.11840116,0.04° N,80.23° W,4.41175747,Near Coast of Ecuador,M,"Pedernales,Manabi"
3.96445033,0.01° S,80.33° W,7.71502304,Near Coast of Ecuador,M,"Pedernales,Manabi"
5.65732497,0.21° S,80.33° W,6.98301315,Near Coast of Ecuador,M,"Jama,Manabi"
3.86749598,0.02° N,80.66° W,4.88319683,Near Coast of Ecuador,M,"Pedernales,Manabi"
4.36973914,0.33° N,80.36° W,7.60070229,Near Coast of Ecuador,M,nas
4.08480203,0.06° S,80.48° W,8.37731361,Ecuador - Manabi,M,nas
4.66275559,0.32° N,80.2° W,5.9694066,Near Coast of Ecuador,M,nas
3.96008942,0.14° S,80.22° W,6.83753872,Near Coast of Ecuador,M,nas
4.07889816,0.57° S,80.46° W,3.84400606,Near Coast of Ecuador,M,nas
4.69100314,0.14° S,80.79° W,9.47252464,Ecuador - Manabi,M,nas
3.79593305,0.24° N,80.3° W,6.47819376,Ecuador - Manabi,M,nas
3.91763404,0.09° S,80.04° W,6.28111315,Ecuador - Manabi,M,nas
3.89591797,0.05° N,80.41° W,7.21911192,Ecuador - Manabi,M,nas
3.84301303,0.03° S,80.14° W,6.77529287,Near Coast of Ecuador,M,nas
3.76331638,0.18° S,80.33° W,10,Near Coast of Ecuador,M,nas
3.66360382,0.25° S,80.68° W,10.50400829,Ecuador - Manabi,M,nas
4.20496853,0.47° N,80.31° W,5,Near Coast of Ecuador,M,nas
3.64392804,0.07° S,80.75° W,11.68936729,Near Coast of Ecuador,M,nas
3.55503173,0.1° S,80.49° W,5,Ecuador - Manabi,M,nas
3.54014946,0.35° S,80.44° W,2.30457234,Near Coast of Ecuador,M,nas
3.59103147,0.24° N,80.75° W,10.56093884,Near Coast of Ecuador,M,nas
3.83296033,0.03° S,80.31° W,1.04479206,Near Coast of Ecuador,M,nas
5.17477391,0.26° S,80.89° W,8.55240536,Near Coast of Ecuador,M,nas
3.86445784,0.11° S,80.87° W,5.74467754,Near Coast of Ecuador,M,nas
4.11289073,0.29° N,80.57° W,6.76925278,Near Coast of Ecuador,M,nas
3.94667929,0.13° S,80.43° W,10,Near Coast of Ecuador,M,nas
3.6880366,0.08° N,81.09° W,10,Ecuador - Esmeraldas,M,nas
3.95677404,0.01° N,79.58° W,10,Near Coast of Ecuador,M,nas
4.27948816,0.29° S,80.38° W,8.6162777,Near Coast of Ecuador,M,nas
5.63029967,0.14° S,80.48° W,4.07835579,Near Coast of Ecuador,M,nas
4.23583164,0.28° N,80.73° W,9.60111809,Ecuador - Manabi,M,nas
4.33037873,0.02° N,80.16° W,10,Near Coast of Ecuador,M,nas
3.60920129,0.38° N,80.25° W,8.74760437,Ecuador - Esmeraldas,M,nas
4.06027252,1.69° S,79.87° W,47.19930649,Ecuador - Santa Elena,M,nas
4.30955423,0.17° S,80.72° W,4.34064102,Near Coast of Ecuador,M,nas
4.14127193,0.17° S,80.73° W,10,Near Coast of Ecuador,M,nas
5.04260799,0.68° N,80.76° W,7.50820112,Ecuador - Esmeraldas,M,nas
3.72099666,0.11° S,79.99° W,10.97524738,Ecuador - Santo Domingo,M,nas
6.46212182,0.91° S,79.59° W,10,Ecuador - Manabi,M,nas
4.018763,0.03° N,80.56° W,7.94914007,Near Coast of Ecuador,M,nas
3.94117516,0.07° N,80.81° W,2.2352736,Near Coast of Ecuador,M,nas
4.38669767,0.26° S,80.97° W,10,Near Coast of Ecuador,M,nas
3.5993031,0.47° S,81.04° W,3.03110766,Ecuador - Manabi,M,nas
