Mag,Latitude,Longitude,CloserCity,Depth,Region,categoryMag,categoryDepth,Cluster,
1172,-1.21,-80.11,10,3.68187809,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1174,-1.24,-80.16,10,3.56338445,nas,Manabi,3.0 - 3.9,0,
1177,-1.03,-80.34,13.37305927,4.04178119,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1178,-1.16,-81.04,1.93081725,5.13137323,nas,Near Coast of Ecuador,5.0 - 5.9,0,
1179,-1.1,-81.24,5.5999999,4.49085724,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1180,-1.06,-81.36,5,3.53164865,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1186,-1.08,-80.72,2.0278821,4.36931692,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1193,-1.1,-80.07,11,3.77261025,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1198,-1.14,-80.8,15,3.58453677,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1200,-1.1,-80.82,10,3.6596755,nas,Manabi,3.0 - 3.9,0,
1201,-1.31,-80.95,10,3.5205775,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1202,-1.13,-81.65,18,3.91106729,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1203,-1.2,-81.07,10,3.67737376,nas,Manabi,3.0 - 3.9,0,
1214,-0.55,-80.32,14.12295628,3.66678736,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1216,-0.99,-80.88,15,3.84463627,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1222,-0.69,-80.53,10,3.6579226,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1223,-1.08,-81.09,10,3.5288985,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1224,-1.05,-81.22,10,3.82581882,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1227,-1.22,-79.9,10,3.65794473,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1232,-1.28,-80.85,10,3.54802854,nas,Manabi,3.0 - 3.9,0,
1235,-0.82,-80.89,10,4.01268005,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1236,-1.26,-81.15,10,3.91236636,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1270,-1.2,-80.57,2.82112718,3.74355447,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1289,-1.52,-80.61,10,3.796149,nas,Manabi,3.0 - 3.9,0,
1291,-1.42,-80.61,10,4.52463525,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1317,-1.41,-80.32,8.50152016,3.56361803,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1350,-0.87,-80.34,5,3.58182491,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1351,-1.16,-81.01,4.5999999,4.24792,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1355,-1.06,-81.35,5,3.6202888,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1356,-0.9,-81.56,5.41434097,5.10321384,nas,Manabi,5.0 - 5.9,0,
1357,-1.08,-80.89,10,4.10267055,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1358,-1.29,-81.44,5,3.55655485,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1363,-0.81,-80.54,5,4.63824597,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1371,-0.57,-80.39,4.58883285,3.70872399,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1376,-0.61,-80.32,19.11281967,3.63988455,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1382,-1.28,-80.6,1.02950561,4.19979291,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1389,-1.2,-80.47,10,4.2581872,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1391,-1.27,-81.04,10,4.38954226,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1393,-0.9,-80.32,5,3.86641143,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1394,-1.02,-81.29,5,3.54104925,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1395,-1.11,-81.65,5,3.58321766,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1396,-1.11,-81.51,5,4.42310048,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1399,-1.52,-80.4,10,3.6293124,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1400,-1.31,-80.94,10,4.60624899,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1402,-1.55,-80.44,10,4.26381869,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1405,-1.64,-80.62,5,3.67610612,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1411,-1.56,-80.51,10,3.50939452,nas,Manabi,3.0 - 3.9,0,
1417,-1.54,-80.43,10,4.07218751,nas,Manabi,4.0 - 4.9,0,
1419,-1.65,-80.41,10,3.63594943,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1420,-1.19,-81.12,10,3.58565622,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1423,-1.6,-80.58,5,3.65873156,nas,Manabi,3.0 - 3.9,0,
15,-1.52,-80.91,5,3.6," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
35,-1.51,-80.93,5,3.2," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
222,-1.5,-80.95,6.2,3.8," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
846,-1.52,-80.92,12.2,3.9,"Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
1366,-1.47,-80.96,10,3.63205061,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1414,-1.5,-81,6,4.74743955,nas,Near Coast of Ecuador,4.0 - 4.9,0,
17,-1.58,-80.9,5,3.8," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
18,-1.57,-80.98,5,3.7," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
25,-1.55,-80.96,5,4.7," Puerto Lopez,Manabi",Near Coast of Ecuador,4.0 - 4.9,0,
41,-1.62,-80.98,1.1,3.5," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
47,-1.83,-80.96,5,3.6," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
152,-1.6,-80.91,3,3.4," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
159,-1.59,-80.9,23,3.6," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
208,-1.65,-80.94,2.8,3.1," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
487,-1.6,-80.83,10,3.6," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
620,-1.97,-80.89,4.8,4.3," La Libertad,Sta Elena",Near Coast of Ecuador,4.0 - 4.9,0,
923,-1.91,-80.95,1.8,4.1,"Salinas,Sta Elena",Near Coast of Ecuador,4.0 - 4.9,0,
939,-1.59,-80.91,1.8,3.9,"Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
1306,-1.56,-80.75,10,3.75931407,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1390,-1.49,-81.23,2.2696116,3.59613287,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1407,-1.76,-81.12,10,3.68151424,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1408,-1.59,-81.18,5,3.65882418,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1409,-1.55,-80.99,10,4.22520847,nas,Manabi,4.0 - 4.9,0,
1413,-1.54,-80.97,1.9520781,3.63301492,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1428,-1.7,-81.02,10,3.6312918,nas,Near Coast of Ecuador,3.0 - 3.9,0,
