"Mag","Depth","Latitude","Longitude","CloserCity","Region","categoryMag","categoryDepth","cluster"
"401",3.6,5.4,-1.23,-80.92," Montecristi,Manabi","Manabi","3.0 - 3.9","< 60",3
"408",3.8,5,-1.36,-80.9," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"466",3.7,11.7,-1.01,-80.12," Calceta,Manabi","Manabi","3.0 - 3.9","< 60",3
"498",4.9,10,-1.4,-80.55," Jipijapa,Manabi","Manabi","4.0 - 4.9","< 60",3
"511",3.5,19.6,-1.19,-80.74," Montecristi,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"516",4.4,3.4,-0.92,-80.46," Rocafuerte,Manabi","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"521",3.1,5.1,-0.88,-80.58," Jaramijo,Manabi","Manabi","3.0 - 3.9","< 60",3
"525",5.4,4.5,-0.91,-80.63," Jaramijo,Manabi","Manabi","5.0 - 5.9","< 60",3
"526",5.2,12.2,-0.93,-80.58," Jaramijo,Manabi","Near Coast of Ecuador","5.0 - 5.9","< 60",3
"561",4,48.2,-0.89,-79.87," Velasco Ibarra,Guayas","Manabi","4.0 - 4.9","< 60",3
"563",3.6,4,-1.04,-80.46," Portoviejo,Manabi","Manabi","3.0 - 3.9","< 60",3
"595",3.7,10,-0.8,-79.81," Velasco Ibarra,Guayas","Manabi","3.0 - 3.9","< 60",3
"601",3.7,5.9,-1.75,-80.47," Pajan,Manabi","Manabi","3.0 - 3.9","< 60",3
"622",3.8,3.3,-0.72,-80.8," Manta,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"649",3.3,10,-0.96,-80.73," Manta,Manabi","Manabi","3.0 - 3.9","< 60",3
"652",3.6,35.4,-1.02,-79.81," Velasco Ibarra,Guayas","Manabi","3.0 - 3.9","< 60",3
"660",3.6,20.8,-1.41,-80.34," Pajan,Manabi","Manabi","3.0 - 3.9","< 60",3
"691",3.6,4.4,-1.07,-80.63," Montecristi,Manabi","Manabi","3.0 - 3.9","< 60",3
"705",3.9,3.9,-0.92,-80.47," Rocafuerte,Manabi","Manabi","3.0 - 3.9","< 60",3
"711",4.7,5,-0.92,-80.25," Calceta,Manabi","Manabi","4.0 - 4.9","< 60",3
"722",3.7,7.6,-0.99,-80.38," Rocafuerte,Manabi","Manabi","3.0 - 3.9","< 60",3
"748",3.9,16.1,-0.47,-80.44," San Vicente,Manabi","Manabi","3.0 - 3.9","< 60",3
"782",4.3,11.5,-0.68,-80.61," Bahia de Caraquez,Manabi","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"787",3.5,16.7,-1.35,-80.69," Jipijapa,Manabi","Manabi","3.0 - 3.9","< 60",3
"790",3.6,10,-1.49,-80.59," Jipijapa,Manabi","Manabi","3.0 - 3.9","< 60",3
"799",3.5,8.8,-1.14,-80.56," Montecristi,Manabi","Manabi","3.0 - 3.9","< 60",3
"801",3.6,6.1,-1.02,-80.62," Montecristi,Manabi","Manabi","3.0 - 3.9","< 60",3
"816",3.9,10,-0.45,-80.43," San Vicente,Manabi","Manabi","3.0 - 3.9","< 60",3
"817",6.2,20.8,-0.49,-80.39," San Vicente,Manabi","Manabi","6.0 - 6.9","< 60",3
"823",4.7,4.3,-1.22,-80.52," Jipijapa,Manabi","Manabi","4.0 - 4.9","< 60",3
"832",3.2,1.6,-0.57,-80.26," San Vicente,Manabi","Manabi","3.0 - 3.9","< 60",3
"833",4.7,2.1,-1.1,-80.6," Montecristi,Manabi","Manabi","4.0 - 4.9","< 60",3
"861",4.8,20,-0.84,-80.44,"Rocafuerte,Manabi","Manabi","4.0 - 4.9","< 60",3
"884",3.7,5.6,-1.14,-80.37,"Santa Ana,Manabi","Manabi","3.0 - 3.9","< 60",3
"885",3.9,18.9,-0.98,-80.97,"Manta,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"957",3.5,7,-1.01,-80.6,"Jaramijo,Manabi","Manabi","3.0 - 3.9","< 60",3
"984",3.6,1.7,-1.26,-80.46,"Santa Ana,Manabi","Manabi","3.0 - 3.9","< 60",3
"1017",3.9,4,-0.77,-80.78,"Manta,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1048",4.07889816,3.84400606,-0.57,-80.46,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1078",6.46212182,10,-0.91,-79.59,"nas","Manabi","6.0 - 6.9","< 60",3
"1092",3.69138172,7.73589849,-0.5,-80.44,"nas","Manabi","3.0 - 3.9","< 60",3
"1124",3.69261483,10,-0.68,-80.24,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1127",4.17662762,5,-0.85,-80.35,"nas","Manabi","4.0 - 4.9","< 60",3
"1134",3.80988095,5,-0.81,-80.22,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1137",5.63957397,0.96055347,-0.93,-80.24,"nas","Near Coast of Ecuador","5.0 - 5.9","< 60",3
"1139",5.01700328,4.44490337,-1.01,-80.29,"nas","Manabi","5.0 - 5.9","< 60",3
"1140",3.66046797,5,-0.87,-80.88,"nas","Manabi","3.0 - 3.9","< 60",3
"1142",4.11858228,5,-0.7,-80.39,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1143",3.5258068,24.66736794,-0.9,-81.08,"nas","Manabi","3.0 - 3.9","< 60",3
"1165",3.55717419,164.2754211,-1.81,-80.16,"nas","Near Coast of Ecuador","3.0 - 3.9","60 - 300",3
"1166",3.85832579,10,-0.75,-80.25,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1167",4.16985875,10,-1.09,-81.03,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1169",3.54730647,17.56494904,-0.82,-79.91,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1172",3.68187809,10,-1.21,-80.11,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1174",3.56338445,10,-1.24,-80.16,"nas","Manabi","3.0 - 3.9","< 60",3
"1177",4.04178119,13.37305927,-1.03,-80.34,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1178",5.13137323,1.93081725,-1.16,-81.04,"nas","Near Coast of Ecuador","5.0 - 5.9","< 60",3
"1179",4.49085724,5.5999999,-1.1,-81.24,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1180",3.53164865,5,-1.06,-81.36,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1186",4.36931692,2.0278821,-1.08,-80.72,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1193",3.77261025,11,-1.1,-80.07,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1198",3.58453677,15,-1.14,-80.8,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1200",3.6596755,10,-1.1,-80.82,"nas","Manabi","3.0 - 3.9","< 60",3
"1201",3.5205775,10,-1.31,-80.95,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1202",3.91106729,18,-1.13,-81.65,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1203",3.67737376,10,-1.2,-81.07,"nas","Manabi","3.0 - 3.9","< 60",3
"1214",3.66678736,14.12295628,-0.55,-80.32,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1216",3.84463627,15,-0.99,-80.88,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1222",3.6579226,10,-0.69,-80.53,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1223",3.5288985,10,-1.08,-81.09,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1224",3.82581882,10,-1.05,-81.22,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1227",3.65794473,10,-1.22,-79.9,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1232",3.54802854,10,-1.28,-80.85,"nas","Manabi","3.0 - 3.9","< 60",3
"1235",4.01268005,10,-0.82,-80.89,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1236",3.91236636,10,-1.26,-81.15,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1270",3.74355447,2.82112718,-1.2,-80.57,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1289",3.796149,10,-1.52,-80.61,"nas","Manabi","3.0 - 3.9","< 60",3
"1291",4.52463525,10,-1.42,-80.61,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1317",3.56361803,8.50152016,-1.41,-80.32,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1350",3.58182491,5,-0.87,-80.34,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1351",4.24792,4.5999999,-1.16,-81.01,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1355",3.6202888,5,-1.06,-81.35,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1356",5.10321384,5.41434097,-0.9,-81.56,"nas","Manabi","5.0 - 5.9","< 60",3
"1357",4.10267055,10,-1.08,-80.89,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1358",3.55655485,5,-1.29,-81.44,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1363",4.63824597,5,-0.81,-80.54,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1371",3.70872399,4.58883285,-0.57,-80.39,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1376",3.63988455,19.11281967,-0.61,-80.32,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1382",4.19979291,1.02950561,-1.28,-80.6,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1389",4.2581872,10,-1.2,-80.47,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1391",4.38954226,10,-1.27,-81.04,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1393",3.86641143,5,-0.9,-80.32,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1394",3.54104925,5,-1.02,-81.29,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1395",3.58321766,5,-1.11,-81.65,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1396",4.42310048,5,-1.11,-81.51,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1399",3.6293124,10,-1.52,-80.4,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1400",4.60624899,10,-1.31,-80.94,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1402",4.26381869,10,-1.55,-80.44,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"1405",3.67610612,5,-1.64,-80.62,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1411",3.50939452,10,-1.56,-80.51,"nas","Manabi","3.0 - 3.9","< 60",3
"1417",4.07218751,10,-1.54,-80.43,"nas","Manabi","4.0 - 4.9","< 60",3
"1419",3.63594943,10,-1.65,-80.41,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1420",3.58565622,10,-1.19,-81.12,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"1423",3.65873156,5,-1.6,-80.58,"nas","Manabi","3.0 - 3.9","< 60",3
"15",3.6,5,-1.52,-80.91," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",4
"35",3.2,5,-1.51,-80.93," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",4
"222",3.8,6.2,-1.5,-80.95," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",4
"846",3.9,12.2,-1.52,-80.92,"Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",4
"1366",3.63205061,10,-1.47,-80.96,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",4
"1414",4.74743955,6,-1.5,-81,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",4
"17",3.8,5,-1.58,-80.9," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"18",3.7,5,-1.57,-80.98," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"25",4.7,5,-1.55,-80.96," Puerto Lopez,Manabi","Near Coast of Ecuador","4.0 - 4.9","< 60",5
"41",3.5,1.1,-1.62,-80.98," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"47",3.6,5,-1.83,-80.96," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"152",3.4,3,-1.6,-80.91," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"159",3.6,23,-1.59,-80.9," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"208",3.1,2.8,-1.65,-80.94," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"487",3.6,10,-1.6,-80.83," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"620",4.3,4.8,-1.97,-80.89," La Libertad,Sta Elena","Near Coast of Ecuador","4.0 - 4.9","< 60",5
"923",4.1,1.8,-1.91,-80.95,"Salinas,Sta Elena","Near Coast of Ecuador","4.0 - 4.9","< 60",5
"939",3.9,1.8,-1.59,-80.91,"Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"1306",3.75931407,10,-1.56,-80.75,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"1390",3.59613287,2.2696116,-1.49,-81.23,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"1407",3.68151424,10,-1.76,-81.12,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"1408",3.65882418,5,-1.59,-81.18,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"1409",4.22520847,10,-1.55,-80.99,"nas","Manabi","4.0 - 4.9","< 60",5
"1413",3.63301492,1.9520781,-1.54,-80.97,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",5
"1428",3.6312918,10,-1.7,-81.02,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",5
