"Mag,LocalHour,Lat,Long,Depth,Region,Status,CloserCity,UTCHour,LastUpdate"
"3.6,19-04-2017 11:57,2.98? S,79.02? W,21.8,Ecuador - Azuay,M,""9.50km Cuenca,Azuay"",19-04-2017 16:57,11-06-2017 19:53"
"4.3,16-04-2017 23:22,4.27? S,77.84? W,20,Northern Peru,M,""113.70km Yantzaza,Zamora Ch"",17-04-2017 4:22,12-06-2017 0:55"
"4.9,20-04-2017 6:32,1.08? N,85.24? W,12.3,Off Coast of Ecuador,M,""533.73km Pto Baquerizo Moreno,Galapagos"",20-04-2017 11:32,12-06-2017 22:19"
"6.3,05-06-2017 6:34,4.04? S,80.51? W,16.5,Peru-Ecuador Border,M,""70.02km Huaquillas,El Oro"",05-06-2017 11:34,13-06-2017 14:47"
"4.1,18-04-2017 2:33,4.49? S,80.19? W,63.4,Peru-Ecuador Border,M,""31.01km Macara,Loja"",18-04-2017 7:33,13-06-2017 22:59"
"6.1,18-04-2017 12:49,2.76? S,75.46? W,23,Peru-Ecuador Border,M,""299.36km Macas,Morona Stgo"",18-04-2017 17:49,14-06-2017 0:32"
"5.3,18-04-2017 13:01,4.03? S,76.52? W,25,Northern Peru,M,""238.43km Gualaquiza,Morona Stgo"",18-04-2017 18:01,14-06-2017 0:49"
"3.3,13-06-2017 22:43,0.96? S,80.73? W,10,Ecuador - Manabi,M,""3.09km Manta,Manabi"",14-06-2017 3:43,14-06-2017 4:12"
"4.2,02-06-2017 8:43,4.16? S,80.61? W,19.2,Peru-Ecuador Border,M,""78.28km Macara,Loja"",02-06-2017 13:43,14-06-2017 14:21"
"4.7,10-06-2017 0:52,4.46? S,83.65? W,750,Off Coast of Northern Peru,M,""389.18km Salinas,Sta Elena"",10-06-2017 5:52,14-06-2017 15:29"
"3.6,03-06-2017 7:17,1.02? S,79.81? W,35.4,Ecuador - Manabi,M,""19.34km Velasco Ibarra,Guayas"",03-06-2017 12:17,14-06-2017 19:17"
"4.5,04-06-2017 23:08,3.48? S,77.41? W,10,Peru-Ecuador Border,M,""128.72km Gualaquiza,Morona Stgo"",05-06-2017 4:08,15-06-2017 15:04"
"3.5,05-06-2017 1:32,3.34? S,77.11? W,10,Peru-Ecuador Border,M,""153.66km Sucua,Morona Stgo"",05-06-2017 6:32,15-06-2017 15:31"
"3.8,05-06-2017 5:32,3.44? S,80.58? W,6.9,Peru-Ecuador Border,M,""40.12km Huaquillas,El Oro"",05-06-2017 10:32,15-06-2017 16:23"
"4.3,05-06-2017 12:39,4.01? S,80.64? W,2.2,Peru-Ecuador Border,M,""75.35km Huaquillas,El Oro"",05-06-2017 17:39,15-06-2017 16:59"
"3.9,06-06-2017 12:49,3.07? S,78.12? W,16.4,Ecuador - Morona Santiago,M,""62.19km Gualaquiza,Morona Stgo"",06-06-2017 17:49,19-06-2017 17:16"
"3.5,07-06-2017 2:15,1.18? N,78.84? W,28.3,Ecuador - Esmeraldas,M,""9.82km San Lorenzo,Esmeraldas"",07-06-2017 7:15,19-06-2017 21:16"
"3.9,07-06-2017 12:30,0.61? N,80.09? W,5.8,Near Coast of Ecuador,M,""7.44km Muisne,Esmeraldas"",07-06-2017 17:30,21-06-2017 3:44"
"3.6,07-06-2017 19:46,1.41? S,80.34? W,20.8,Ecuador - Manabi,M,""19.05km Pajan,Manabi"",08-06-2017 0:46,22-06-2017 14:59"
"4.7,07-06-2017 23:27,4.14? S,80.53? W,5.7,Peru-Ecuador Border,M,""71.15km Macara,Loja"",08-06-2017 4:27,22-06-2017 19:52"
"3.6,07-06-2017 15:17,0.61? N,80.07? W,5.8,Near Coast of Ecuador,M,""5.26km Muisne,Esmeraldas"",07-06-2017 20:17,22-06-2017 20:09"
"4.1,14-08-2016 10:31,0.14? S,78.38? W,7.2,Ecuador - Pichincha,M,""10.61km Quito,Pichincha"",14-08-2016 15:31,23-06-2017 19:58"
"3.8,23-06-2017 14:55,1.95? S,80.34? W,8.7,Ecuador - Guayas,M,""18.69km Pedro Carbo,Guayas"",23-06-2017 19:55,23-06-2017 20:01"
"4.7,04-09-2016 19:22,0.16? S,78.36? W,5.2,Ecuador - Pichincha,M,""12.74km Quito,Pichincha"",05-09-2016 0:22,23-06-2017 21:17"
"3.8,08-06-2017 5:14,2.84? S,80.46? W,1.9,Near Coast of Ecuador,M,""24.87km Playas,Guayas"",08-06-2017 10:14,26-06-2017 16:55"
"4.1,08-06-2017 21:49,4.21? S,80.55? W,24.6,Peru-Ecuador Border,M,""70.07km Macara,Loja"",09-06-2017 2:49,26-06-2017 21:13"
"3.6,27-06-2017 12:22,0.33? S,80.44? W,10.9,Near Coast of Ecuador,M,""24.55km Jama,Manabi"",27-06-2017 17:22,27-06-2017 17:31"
"3.8,15-06-2017 5:11,3.38? S,79.80? W,45.4,Ecuador - El Oro,M,""5.68km Pasaje,El Oro"",15-06-2017 10:11,27-06-2017 19:51"
"3.5,15-06-2017 10:07,1.95? S,77.72? W,10,Ecuador - Pastaza,M,""59.43km Macas,Morona Stgo"",15-06-2017 15:07,27-06-2017 21:55"
"4.6,27-06-2017 17:13,4.25? S,80.00? W,98.6,Ecuador - Loja,M,""15.31km Macara,Loja"",27-06-2017 22:13,27-06-2017 22:19"
"3.9,09-06-2017 4:06,0.63? N,80.06? W,5.8,Near Coast of Ecuador,M,""4.77km Muisne,Esmeraldas"",09-06-2017 9:06,28-06-2017 14:45"
"3.9,21-06-2017 1:50,3.45? S,77.10? W,20.2,Peru-Ecuador Border,M,""162.10km Sucua,Morona Stgo"",21-06-2017 6:50,28-06-2017 19:29"
"4,16-06-2017 13:12,0.93? N,79.70? W,5.7,Ecuador - Esmeraldas,M,""6.93km Esmeraldas,Esmeraldas"",16-06-2017 18:12,29-06-2017 15:54"
"3.6,10-06-2017 4:00,0.67? N,80.12? W,2.4,Near Coast of Ecuador,M,""12.38km Muisne,Esmeraldas"",10-06-2017 9:00,30-06-2017 4:37"
"4.1,30-06-2017 8:22,0.13? N,80.36? W,6.5,Near Coast of Ecuador,M,""34.52km Pedernales,Manabi"",30-06-2017 13:22,30-06-2017 13:32"
"4.1,30-06-2017 10:38,2.93? S,80.02? W,11,Near Coast of Ecuador,M,""35.37km Balao,Guayas"",30-06-2017 15:38,30-06-2017 15:59"
"4.9,30-06-2017 17:37,0.18? S,80.84? W,8,Near Coast of Ecuador,M,""64.17km Jama,Manabi"",30-06-2017 22:37,30-06-2017 22:41"
"3.9,30-06-2017 17:55,0.43? S,81.09? W,5,Off Coast of Ecuador,M,""73.20km Manta,Manabi"",30-06-2017 22:55,30-06-2017 23:02"
"6.3,30-06-2017 17:29,0.15? S,80.85? W,9,Near Coast of Ecuador,M,""65.65km Jama,Manabi"",30-06-2017 22:29,30-06-2017 23:04"
"3.6,30-06-2017 17:57,2.93? S,78.65? W,10,Ecuador - Azuay,M,""14.95km Gualaceo,Azuay"",30-06-2017 22:57,30-06-2017 23:42"
"4.5,30-06-2017 22:32,0.12? S,80.75? W,1.1,Near Coast of Ecuador,M,""54.50km Jama,Manabi"",01-07-2017 3:32,01-07-2017 3:37"
"3.7,18-06-2017 15:03,2.68? S,79.72? W,3.2,Ecuador - Guayas,M,""11.34km Naranjal,Guayas"",18-06-2017 20:03,04-07-2017 14:46"
"3.7,20-06-2017 12:05,0.02? N,80.42? W,10.4,Near Coast of Ecuador,M,""29.92km Jama,Manabi"",20-06-2017 17:05,05-07-2017 21:51"
"4.4,11-06-2017 13:01,0.47? N,80.64? W,8.2,Near Coast of Ecuador,M,""70.95km Muisne,Esmeraldas"",11-06-2017 18:01,08-07-2017 19:41"
"4.2,09-07-2017 13:04,2.96? S,81.94? W,10,Near Coast of Ecuador,M,""136.55km Salinas,Sta Elena"",09-07-2017 18:04,09-07-2017 18:12"
"4,12-06-2017 9:30,0.35? N,80.23? W,9.9,Near Coast of Ecuador,M,""36.77km Pedernales,Manabi"",12-06-2017 14:30,10-07-2017 4:48"
"3.5,10-07-2017 7:27,3.61? S,80.05? W,29.4,Ecuador - El Oro,M,""6.27km Arenillas,El Oro"",10-07-2017 12:27,10-07-2017 12:40"
"4.1,10-07-2017 13:48,2.29? S,79.45? W,81.6,Ecuador - Guayas,M,""7.29km Cnel Marcelino Mariduena,Guayas"",10-07-2017 18:48,10-07-2017 18:54"
"4,10-07-2017 22:04,4.67? S,80.81? W,10,Peru-Ecuador Border,M,""102.86km Macara,Loja"",11-07-2017 3:04,11-07-2017 12:53"
"3.6,13-06-2017 22:08,1.07? S,80.63? W,4.4,Ecuador - Manabi,M,""4.57km Montecristi,Manabi"",14-06-2017 3:08,11-07-2017 16:42"
"3.8,11-07-2017 19:45,2.69? S,78.57? W,78.3,Ecuador - Azuay,M,""25.04km Paute,Azuay"",12-07-2017 0:45,12-07-2017 0:52"
"3.8,12-07-2017 9:59,0.02? S,80.99? W,10,Near Coast of Ecuador,M,""82.84km Jama,Manabi"",12-07-2017 14:59,12-07-2017 15:06"
"4,12-07-2017 11:27,0.25? S,81.12? W,10,Off Coast of Ecuador,M,""87.76km Bahia de Caraquez,Manabi"",12-07-2017 16:27,12-07-2017 16:33"
"3.5,25-06-2017 20:41,1.27? N,77.28? W,41,Colombia,M,""70.50km Tulcan,Carchi"",26-06-2017 1:41,12-07-2017 21:01"
"3.6,26-06-2017 12:14,0.73? N,77.87? W,1,Ecuador - Carchi,M,""15.33km San Gabriel,Carchi"",26-06-2017 17:14,15-07-2017 14:16"
"4.1,15-07-2017 17:27,4.08? S,78.95? W,92.8,Ecuador - Zamora Chinchipe,M,""1.68km Zamora,Zamora Ch"",15-07-2017 22:27,15-07-2017 22:32"
"3.6,16-07-2017 18:09,0.38? N,80.99? W,20.4,Near Coast of Ecuador,M,""103.53km Jama,Manabi"",16-07-2017 23:09,16-07-2017 23:16"
"3.6,30-06-2017 20:07,0.06? S,80.99? W,10,Near Coast of Ecuador,M,""82.92km Jama,Manabi"",01-07-2017 1:07,17-07-2017 16:42"
"3.7,30-06-2017 19:14,0.19? S,80.78? W,2.2,Near Coast of Ecuador,M,""58.01km Jama,Manabi"",01-07-2017 0:14,17-07-2017 20:09"
"4.5,01-07-2017 18:16,0.13? S,81.00? W,10.5,Near Coast of Ecuador,M,""82.22km Jama,Manabi"",01-07-2017 23:16,17-07-2017 20:45"
"4.3,18-07-2017 20:15,0.96? N,84.95? W,6.1,Off Coast of Ecuador,M,""518.26km Manta,Manabi"",19-07-2017 1:15,19-07-2017 1:34"
"4.2,14-07-2017 9:57,0.72? N,77.86? W,1,Ecuador - Carchi,M,""14.70km San Gabriel,Carchi"",14-07-2017 14:57,19-07-2017 20:58"
"4.2,14-07-2017 11:58,0.75? N,77.86? W,2,Ecuador - Carchi,M,""17.13km San Gabriel,Carchi"",14-07-2017 16:58,19-07-2017 21:01"
"3.9,20-07-2017 9:14,0.92? S,80.47? W,3.9,Ecuador - Manabi,M,""2.03km Rocafuerte,Manabi"",20-07-2017 14:14,20-07-2017 14:19"
"4.3,20-07-2017 9:30,3.52? S,79.94? W,8.3,Ecuador - El Oro,M,""7.07km Santa Rosa,El Oro"",20-07-2017 14:30,20-07-2017 14:35"
"3.7,23-07-2017 7:06,0.11? S,81.00? W,9,Off Coast of Ecuador,M,""83.01km Jama,Manabi"",23-07-2017 12:06,23-07-2017 12:15"
"4.3,23-07-2017 19:28,0.24? S,80.70? W,6.6,Near Coast of Ecuador,M,""48.30km Jama,Manabi"",24-07-2017 0:28,24-07-2017 1:36"
"3.9,14-07-2017 15:12,0.73? N,77.87? W,1,Ecuador - Carchi,M,""15.38km San Gabriel,Carchi"",14-07-2017 20:12,24-07-2017 3:10"
"3.3,23-07-2017 23:44,0.96? S,78.52? W,5,Ecuador - Cotopaxi,M,""12.06km Salcedo,Cotopaxi"",24-07-2017 4:44,24-07-2017 5:21"
"4.7,26-07-2017 14:59,0.92? S,80.25? W,5,Ecuador - Manabi,M,""13.20km Calceta,Manabi"",26-07-2017 19:59,26-07-2017 20:13"
"3.8,28-07-2017 0:30,0.61? S,81.27? W,12.4,Off Coast of Ecuador,M,""73.56km Manta,Manabi"",28-07-2017 5:30,28-07-2017 7:08"
"3.9,03-07-2017 1:11,3.76? S,80.39? W,13.8,Peru-Ecuador Border,M,""36.60km Huaquillas,El Oro"",03-07-2017 6:11,28-07-2017 20:33"
"3.6,02-07-2017 0:55,0.24? S,80.77? W,1.9,Near Coast of Ecuador,M,""56.08km Jama,Manabi"",02-07-2017 5:55,28-07-2017 20:47"
"4.3,30-07-2017 20:58,1.74? N,84.14? W,10,Off Coast of Ecuador,M,""474.69km Muisne,Esmeraldas"",31-07-2017 1:58,31-07-2017 2:24"
"3.6,31-07-2017 20:35,2.31? S,79.38? W,85.8,Ecuador - Guayas,M,""7.91km Cnel Marcelino Mariduena,Guayas"",01-08-2017 1:35,03-08-2017 0:57"
"3.7,30-07-2017 13:30,0.19? S,78.82? W,4.7,Ecuador - Pichincha,M,""39.07km Quito,Pichincha"",30-07-2017 18:30,03-08-2017 19:45"
"3.3,08-08-2017 19:37,1.26? N,79.70? W,4.2,Near Coast of Ecuador,M,""32.73km Esmeraldas,Esmeraldas"",09-08-2017 0:37,09-08-2017 0:51"
"2.8,09-08-2017 18:28,1.29? S,78.58? W,3.7,Ecuador - Tungurahua,M,""5.65km Pelileo,Tungurahua"",09-08-2017 23:28,10-08-2017 1:29"
"3.9,15-08-2017 12:34,2.56? S,76.93? W,128.8,Ecuador - Morona Santiago,M,""134.74km Macas,Morona Stgo"",15-08-2017 17:34,15-08-2017 17:39"
"3.7,01-08-2017 19:40,0.19? S,78.84? W,3.2,Ecuador - Santo Domingo,M,""38.27km Sto Domingo,Sto Dom Tsachilas"",02-08-2017 0:40,17-08-2017 15:12"
"3.7,20-08-2017 13:00,0.99? S,80.38? W,7.6,Ecuador - Manabi,M,""10.60km Rocafuerte,Manabi"",20-08-2017 18:00,20-08-2017 18:07"
"3.1,21-08-2017 20:27,1.06? N,79.94? W,6.1,Near Coast of Ecuador,M,""24.10km Atacames,Esmeraldas"",22-08-2017 1:27,22-08-2017 1:41"
"3.6,23-08-2017 8:59,1.36? S,78.94? W,117.2,Ecuador - Bolivar,M,""26.56km Guaranda,Bolivar"",23-08-2017 13:59,23-08-2017 14:13"
"4.1,24-08-2017 5:48,1.34? N,78.74? W,74.6,Ecuador - Esmeraldas,M,""13.90km San Lorenzo,Esmeraldas"",24-08-2017 10:48,24-08-2017 10:57"
"3.6,28-08-2017 1:16,0.05? N,77.42? W,4.5,Ecuador - Sucumbios,M,""40.05km Shushufindi,Sucumbios"",28-08-2017 6:16,28-08-2017 6:25"
"2.9,31-08-2017 23:38,1.02? N,79.51? W,26.8,Near Coast of Ecuador,M,""16.25km Esmeraldas,Esmeraldas"",01-09-2017 4:38,01-09-2017 5:25"
"5.5,11-07-2017 7:09,0.76? N,79.75? W,8,Ecuador - Esmeraldas,M,""16.25km Atacames,Esmeraldas"",11-07-2017 12:09,01-09-2017 21:27"
"3.9,02-08-2017 14:48,1.25? N,79.65? W,29.4,Near Coast of Ecuador,M,""31.70km Esmeraldas,Esmeraldas"",02-08-2017 19:48,01-09-2017 21:45"
"4.4,09-08-2017 19:55,0.30? N,80.09? W,5,Near Coast of Ecuador,M,""25.46km Pedernales,Manabi"",10-08-2017 0:55,01-09-2017 22:18"
"4.2,11-08-2017 19:15,2.15? S,77.40? W,6.8,Ecuador - Morona Santiago,M,""81.61km Macas,Morona Stgo"",12-08-2017 0:15,01-09-2017 22:28"
"3.8,02-09-2017 18:53,0.73? N,80.28? W,9,Near Coast of Ecuador,M,""31.89km Muisne,Esmeraldas"",02-09-2017 23:53,03-09-2017 0:15"
"4.4,02-09-2017 19:26,0.73? N,80.29? W,10.2,Near Coast of Ecuador,M,""32.06km Muisne,Esmeraldas"",03-09-2017 0:26,03-09-2017 0:33"
"4.3,02-09-2017 19:27,0.58? N,80.17? W,4.5,Near Coast of Ecuador,M,""17.21km Muisne,Esmeraldas"",03-09-2017 0:27,03-09-2017 0:35"
"3.7,03-09-2017 10:38,0.59? N,80.27? W,9.2,Near Coast of Ecuador,M,""27.92km Muisne,Esmeraldas"",03-09-2017 15:38,03-09-2017 15:47"
"3.6,03-09-2017 15:26,0.61? N,80.20? W,11.4,Near Coast of Ecuador,M,""19.85km Muisne,Esmeraldas"",03-09-2017 20:26,03-09-2017 20:35"
"3.6,04-09-2017 8:07,3.74? S,79.95? W,34.5,Ecuador - El Oro,M,""24.51km Arenillas,El Oro"",04-09-2017 13:07,04-09-2017 13:16"
"3.7,13-08-2017 17:49,0.14? S,80.78? W,21.5,Near Coast of Ecuador,M,""57.53km Jama,Manabi"",13-08-2017 22:49,04-09-2017 20:24"
"4.2,13-08-2017 17:54,0.13? S,80.72? W,7.7,Near Coast of Ecuador,M,""50.90km Jama,Manabi"",13-08-2017 22:54,04-09-2017 21:37"
"3,04-09-2017 12:12,1.03? N,79.95? W,12.1,Near Coast of Ecuador,M,""21.62km Atacames,Esmeraldas"",04-09-2017 17:12,04-09-2017 23:35"
"3.7,05-09-2017 1:09,0.10? S,80.82? W,9.7,Near Coast of Ecuador,M,""63.20km Jama,Manabi"",05-09-2017 6:09,05-09-2017 6:45"
"3.5,05-09-2017 2:12,0.60? N,80.11? W,8,Near Coast of Ecuador,M,""10.49km Muisne,Esmeraldas"",05-09-2017 7:12,05-09-2017 12:36"
"3.2,06-09-2017 21:08,1.16? N,79.50? W,10,Near Coast of Ecuador,M,""27.71km Esmeraldas,Esmeraldas"",07-09-2017 2:08,07-09-2017 2:29"
"3.6,07-09-2017 18:46,1.64? S,78.16? W,162.3,Ecuador - Morona Santiago,M,""24.21km Puyo,Pastaza"",07-09-2017 23:46,07-09-2017 23:54"
"3.5,13-08-2017 18:09,0.13? S,80.71? W,10,Near Coast of Ecuador,M,""50.60km Jama,Manabi"",13-08-2017 23:09,08-09-2017 14:36"
"3.8,14-08-2017 8:48,1.62? S,78.01? W,176.6,Ecuador - Pastaza,M,""14.19km Puyo,Pastaza"",14-08-2017 13:48,08-09-2017 14:51"
"4.2,14-08-2017 17:15,2.87? S,78.94? W,32.3,Ecuador - Azuay,M,""8.03km Cuenca,Azuay"",14-08-2017 22:15,08-09-2017 15:08"
"3.9,08-09-2017 17:33,0.47? S,80.44? W,16.1,Ecuador - Manabi,M,""15.82km San Vicente,Manabi"",08-09-2017 22:33,08-09-2017 22:54"
"3.7,08-09-2017 19:44,1.24? N,79.34? W,10,Near Coast of Ecuador,M,""46.61km Esmeraldas,Esmeraldas"",09-09-2017 0:44,09-09-2017 0:53"
"3.9,09-09-2017 0:52,3.51? S,79.49? W,53.7,Ecuador - El Oro,M,""23.91km Zaruma,El Oro"",09-09-2017 5:52,09-09-2017 6:30"
"3.8,09-09-2017 23:02,2.45? S,80.13? W,23.1,Ecuador - Guayas,M,""34.79km Playas,Guayas"",10-09-2017 4:02,10-09-2017 4:08"
"3.5,12-09-2017 22:24,1.64? S,78.15? W,152.3,Ecuador - Morona Santiago,M,""22.74km Puyo,Pastaza"",13-09-2017 3:24,13-09-2017 3:33"
"4.5,12-09-2017 22:34,1.06? N,79.68? W,15.6,Near Coast of Ecuador,M,""10.62km Esmeraldas,Esmeraldas"",13-09-2017 3:34,13-09-2017 4:23"
"3.7,13-09-2017 13:27,0.17? S,80.66? W,2.2,Near Coast of Ecuador,M,""44.35km Jama,Manabi"",13-09-2017 18:27,13-09-2017 18:33"
"3.1,14-09-2017 22:43,0.02? N,78.01? W,4.2,Ecuador - Pichincha,M,""15.69km Cayambe,Pichincha"",15-09-2017 3:43,15-09-2017 14:53"
"3.6,18-09-2017 5:46,1.24? N,79.81? W,7.4,Near Coast of Ecuador,M,""35.00km Esmeraldas,Esmeraldas"",18-09-2017 10:46,18-09-2017 10:53"
"4.7,15-09-2017 23:21,1.59? S,78.10? W,171.7,Ecuador - Morona Santiago,M,""14.85km Puyo,Pastaza"",16-09-2017 4:21,18-09-2017 15:02"
"3.5,02-09-2017 5:57,3.11? S,76.08? W,160.7,Northern Peru,M,""243.35km Sucua,Morona Stgo"",02-09-2017 10:57,18-09-2017 21:29"
"3.9,19-09-2017 7:48,2.15? S,78.88? W,102,Ecuador - Chimborazo,M,""6.04km Alausi,Chimborazo"",19-09-2017 12:48,19-09-2017 12:54"
"3.2,23-09-2017 23:05,1.78? S,79.13? W,11.4,Ecuador - Bolivar,M,""13.09km San Miguel,Bolivar"",24-09-2017 4:05,24-09-2017 4:41"
"3.6,24-09-2017 4:50,2.94? S,80.46? W,13.2,Near Coast of Ecuador,M,""35.59km Playas,Guayas"",24-09-2017 9:50,24-09-2017 9:59"
"5,24-05-2016 11:35,2.82? S,79.09? W,70,Ecuador - Azuay,M,""13.17km Cuenca,Azuay"",24-05-2016 16:35,25-09-2017 16:15"
"3.7,27-09-2017 3:11,2.03? S,79.78? W,32.8,Ecuador - Guayas,M,""9.73km Samborondon,Guayas"",27-09-2017 8:11,27-09-2017 8:17"
"4.8,19-11-2016 14:55,2.01? S,79.85? W,55.9,Ecuador - Guayas,M,""14.87km Samborondon,Guayas"",19-11-2016 19:55,28-09-2017 14:44"
"4.9,30-09-2017 11:45,1.10? N,91.01? W,19.5,Ecuador - Galapagos,M,""218.70km Pto Ayora,Galapagos"",30-09-2017 16:45,30-09-2017 17:09"
"3,04-10-2017 9:29,0.25? S,78.33? W,7.9,Ecuador - Pichincha,M,""15.76km Sangolqui,Pichincha"",04-10-2017 14:29,04-10-2017 14:35"
"3.3,16-10-2017 7:00,0.38? N,78.26? W,2.1,Ecuador - Imbabura,M,""7.67km Atuntaqui,Imbabura"",16-10-2017 12:00,16-10-2017 15:19"
"4,01-07-2017 13:10,0.27? S,80.80? W,4.2,Near Coast of Ecuador,M,""57.25km Bahia de Caraquez,Manabi"",01-07-2017 18:10,18-10-2017 14:52"
"4,05-07-2017 5:55,0.08? S,80.78? W,7,Near Coast of Ecuador,M,""59.16km Jama,Manabi"",05-07-2017 10:55,18-10-2017 15:08"
"4.2,05-07-2017 23:49,0.08? S,81.05? W,3.8,Off Coast of Ecuador,M,""88.97km Jama,Manabi"",06-07-2017 4:49,18-10-2017 15:33"
"4,06-07-2017 4:12,1.09? S,81.06? W,24.7,Off Coast of Ecuador,M,""41.09km Manta,Manabi"",06-07-2017 9:12,18-10-2017 18:57"
"3.5,20-10-2017 23:00,2.78? S,76.85? W,112.2,Peru-Ecuador Border,M,""150.58km Macas,Morona Stgo"",21-10-2017 4:00,22-10-2017 17:16"
"4,11-10-2017 0:08,1.78? S,77.70? W,184.2,Ecuador - Pastaza,M,""46.75km Puyo,Pastaza"",11-10-2017 5:08,24-10-2017 19:15"
"2.8,24-10-2017 22:13,1.43? S,78.55? W,6.3,Ecuador - Tungurahua,M,""11.54km Pelileo,Tungurahua"",25-10-2017 3:13,25-10-2017 3:24"
"3.6,19-10-2017 19:02,3.60? S,77.90? W,44.9,Peru-Ecuador Border,M,""77.55km Gualaquiza,Morona Stgo"",20-10-2017 0:02,26-10-2017 20:19"
"3.9,13-10-2017 7:27,2.78? S,77.88? W,4.4,Ecuador - Morona Santiago,M,""48.07km Sucua,Morona Stgo"",13-10-2017 12:27,31-10-2017 20:09"
"4,03-11-2017 2:33,2.43? S,77.39? W,142,Ecuador - Morona Santiago,M,""82.22km Macas,Morona Stgo"",03-11-2017 7:33,03-11-2017 7:41"
"4.4,23-10-2017 4:40,0.15? S,79.27? W,8.8,Ecuador - Santo Domingo,M,""14.18km Sto Domingo,Sto Dom Tsachilas"",23-10-2017 9:40,04-11-2017 0:36"
"3.6,04-11-2017 18:46,0.32? N,79.95? W,9.9,Ecuador - Esmeraldas,M,""29.81km Pedernales,Manabi"",04-11-2017 23:46,04-11-2017 23:54"
"4.2,06-11-2017 1:06,1.97? S,79.54? W,85.3,Ecuador - Guayas,M,""8.23km Jujan,Guayas"",06-11-2017 6:06,06-11-2017 13:39"
"4.8,08-10-2017 23:15,1.77? S,77.76? W,186.5,Ecuador - Pastaza,M,""41.25km Puyo,Pastaza"",09-10-2017 4:15,06-11-2017 22:51"
"4.3,01-10-2017 15:22,0.68? S,80.61? W,11.5,Near Coast of Ecuador,M,""21.30km Bahia de Caraquez,Manabi"",01-10-2017 20:22,06-11-2017 23:22"
"3.6,30-09-2017 21:13,1.74? S,77.56? W,206,Ecuador - Pastaza,M,""56.94km Puyo,Pastaza"",01-10-2017 2:13,07-11-2017 0:10"
"3.6,01-10-2017 2:37,1.56? S,77.51? W,212.8,Ecuador - Pastaza,M,""55.62km Puyo,Pastaza"",01-10-2017 7:37,07-11-2017 0:41"
"3.6,01-10-2017 10:30,0.14? S,77.55? W,4.6,Ecuador - Napo,M,""55.34km Shushufindi,Sucumbios"",01-10-2017 15:30,07-11-2017 1:12"
"4,04-10-2017 17:16,2.42? S,79.91? W,18.2,Ecuador - Guayas,M,""27.42km Guayaquil,Guayas"",04-10-2017 22:16,07-11-2017 1:35"
"3.5,06-10-2017 0:18,1.35? S,80.69? W,16.7,Ecuador - Manabi,M,""12.39km Jipijapa,Manabi"",06-10-2017 5:18,07-11-2017 2:06"
"3.6,01-10-2017 2:56,2.69? S,81.41? W,2.7,Near Coast of Ecuador,M,""71.97km Salinas,Sta Elena"",01-10-2017 7:56,07-11-2017 2:31"
"5.2,07-10-2017 4:26,1.83? S,78.19? W,159.4,Ecuador - Morona Santiago,M,""42.77km Puyo,Pastaza"",07-10-2017 9:26,07-11-2017 16:49"
"3.6,07-11-2017 20:10,1.49? S,80.59? W,10,Ecuador - Manabi,M,""15.01km Jipijapa,Manabi"",08-11-2017 1:10,08-11-2017 1:21"
"3.6,23-10-2017 8:56,1.81? S,77.35? W,4.3,Ecuador - Pastaza,M,""81.04km Puyo,Pastaza"",23-10-2017 13:56,08-11-2017 15:19"
"4,29-10-2017 7:39,1.07? S,77.67? W,7.3,Ecuador - Napo,M,""17.98km Tena,Napo"",29-10-2017 12:39,08-11-2017 15:36"
"3.9,25-10-2017 13:02,2.06? S,81.06? W,10,Near Coast of Ecuador,M,""21.89km Salinas,Sta Elena"",25-10-2017 18:02,08-11-2017 17:07"
"4.4,23-10-2017 12:08,1.40? S,77.88? W,203.4,Ecuador - Pastaza,M,""16.87km Puyo,Pastaza"",23-10-2017 17:08,08-11-2017 18:52"
"4.7,26-10-2017 8:57,4.02? S,80.75? W,8.2,Peru-Ecuador Border,M,""84.28km Huaquillas,El Oro"",26-10-2017 13:57,08-11-2017 18:59"
"3.5,08-11-2017 23:08,2.09? S,79.79? W,62.7,Ecuador - Guayas,M,""8.11km Duran,Guayas"",09-11-2017 4:08,09-11-2017 4:12"
"3.6,09-11-2017 5:52,0.92? S,79.30? W,92.8,Ecuador - Los Rios,M,""6.50km Valencia,Los Rios"",09-11-2017 10:52,09-11-2017 10:58"
"4.5,06-11-2017 6:18,2.78? S,76.59? W,24.2,Peru-Ecuador Border,M,""177.13km Macas,Morona Stgo"",06-11-2017 11:18,09-11-2017 15:41"
"3.5,10-11-2017 1:45,1.14? S,80.56? W,8.8,Ecuador - Manabi,M,""14.71km Montecristi,Manabi"",10-11-2017 6:45,10-11-2017 6:50"
"3.8,31-10-2017 21:31,1.14? N,83.13? W,10,Off Coast of Ecuador,M,""351.17km Muisne,Esmeraldas"",01-11-2017 2:31,10-11-2017 17:29"
"3.6,31-10-2017 21:43,1.02? S,80.62? W,6.1,Ecuador - Manabi,M,""5.02km Montecristi,Manabi"",01-11-2017 2:43,10-11-2017 17:41"
"4.6,18-11-2017 22:35,4.22? S,80.66? W,8.1,Peru-Ecuador Border,M,""82.57km Macara,Loja"",19-11-2017 3:35,19-11-2017 3:46"
"4,18-11-2017 2:22,4.21? S,79.54? W,65.8,Ecuador - Loja,M,""13.02km Cariamanga,Loja"",18-11-2017 7:22,20-11-2017 19:11"
