"Mag,LocalHour,Lat,Long,Depth,Region,Status,CloserCity,UTCHour,LastUpdate"
"3.91259916,4-18-2016 3:48:40,0.23? S,80.58? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.71587524,4-18-2016 3:52:44,0.32? S,80.91? W,13.21645069,Ecuador - Manabi,M,nas,nas,nas"
"4.18809996,4-18-2016 4:26:04,0.09? S,80.31? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.3345067,4-18-2016 5:05:17,0.14? S,80.77? W,8,Near Coast of Ecuador,M,nas,nas,nas"
"3.79088798,4-18-2016 5:20:35,0.37? N,80.56? W,7.38929749,Near Coast of Ecuador,M,nas,nas,nas"
"3.64813208,4-18-2016 6:16:06,0.49? N,80.45? W,6.2802577,Near Coast of Ecuador,M,nas,nas,nas"
"3.58350247,4-18-2016 7:42:08,0.52? N,80.14? W,10.19757748,Near Coast of Ecuador,M,nas,nas,nas"
"3.54891314,4-18-2016 7:53:24,0.24? S,80.24? W,15.91362572,Near Coast of Ecuador,M,nas,nas,nas"
"4.75851089,4-18-2016 8:05:38,0.34? S,80.87? W,17.53755951,Near Coast of Ecuador,M,nas,nas,nas"
"3.6741141,4-18-2016 8:15:18,0.46? N,80.97? W,6.21950388,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.77294261,4-18-2016 8:55:54,0.65? N,79.93? W,3.83179736,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.43355922,4-18-2016 9:13:35,0.63? N,80.14? W,3.02279782,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.55717419,4-18-2016 9:57:32,1.81? S,80.16? W,164.2754211,Near Coast of Ecuador,M,nas,nas,nas"
"3.85832579,4-19-2016 1:43:10,0.75? S,80.25? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.16985875,4-19-2016 10:01:47,1.09? S,81.03? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.89106628,4-19-2016 10:05:34,0.57? N,81.09? W,7.33925676,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.54730647,4-19-2016 11:24:00,0.82? S,79.91? W,17.56494904,Near Coast of Ecuador,M,nas,nas,nas"
"3.85014535,4-19-2016 12:42:42,0.66? N,81.15? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.6720494,4-19-2016 13:12:31,0.68? N,80.35? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.68187809,4-19-2016 13:32:01,1.21? S,80.11? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.00490848,4-19-2016 13:38:40,0.29? S,81.29? W,3.78792882,Ecuador - Manabi,M,nas,nas,nas"
"3.56338445,4-19-2016 13:56:56,1.24? S,80.16? W,10,Ecuador - Manabi,M,nas,nas,nas"
"3.77053147,4-19-2016 16:19:03,0.27? S,80.97? W,5.19297886,Near Coast of Ecuador,M,nas,nas,nas"
"3.63115894,4-19-2016 16:33:04,0.36? N,80.55? W,1.25557244,Near Coast of Ecuador,M,nas,nas,nas"
"4.04178119,4-19-2016 17:08:49,1.03? S,80.34? W,13.37305927,Near Coast of Ecuador,M,nas,nas,nas"
"5.13137323,4-19-2016 17:12:52,1.16? S,81.04? W,1.93081725,Near Coast of Ecuador,M,nas,nas,nas"
"4.49085724,4-19-2016 17:15:56,1.1? S,81.24? W,5.5999999,Near Coast of Ecuador,M,nas,nas,nas"
"3.53164865,4-19-2016 17:37:27,1.06? S,81.36? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"3.74477983,4-19-2016 19:34:58,0.04? S,81.03? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"3.99681021,4-19-2016 2:03:16,0.05? S,80.41? W,10.00180054,Near Coast of Ecuador,M,nas,nas,nas"
"3.54967699,4-19-2016 2:44:41,0.8? N,80.76? W,5.96408272,Near Coast of Ecuador,M,nas,nas,nas"
"3.54623052,4-19-2016 20:22:47,0.07? N,80.5? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"3.60535913,4-19-2016 20:24:07,0.43? N,80.9? W,9.11593437,Near Coast of Ecuador,M,nas,nas,nas"
"4.36931692,4-19-2016 20:44:21,1.08? S,80.72? W,2.0278821,Near Coast of Ecuador,M,nas,nas,nas"
"4.38815181,4-19-2016 21:54:20,0.65? N,81.03? W,4.15263176,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.7592219,4-19-2016 22:19:05,0.14? S,80.08? W,2.34895682,Near Coast of Ecuador,M,nas,nas,nas"
"5.73213352,4-19-2016 22:22:25,0.57? N,80.76? W,5.37418175,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.96307734,4-19-2016 22:31:48,0.72? N,80.07? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.70932543,4-19-2016 22:36:29,0.62? N,80.26? W,1.20603359,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.86637609,4-19-2016 23:11:00,0.59? N,80.08? W,8.87561703,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.77261025,4-19-2016 23:19:09,1.1? S,80.07? W,11,Near Coast of Ecuador,M,nas,nas,nas"
"3.71627014,4-19-2016 23:37:22,0.6? N,81.11? W,3.51527333,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.97777055,4-19-2016 3:57:09,0.01? S,79.99? W,5.97694397,Near Coast of Ecuador,M,nas,nas,nas"
"3.57637514,4-19-2016 4:00:31,0.08? S,80.8? W,7.51999855,Near Coast of Ecuador,M,nas,nas,nas"
"3.89151847,4-19-2016 4:23:54,0.05? N,80.85? W,7.42697239,Near Coast of Ecuador,M,nas,nas,nas"
"3.58453677,4-19-2016 7:24:24,1.14? S,80.8? W,15,Near Coast of Ecuador,M,nas,nas,nas"
"4.00312622,4-19-2016 7:44:36,0.15? S,81.27? W,7.52366638,Near Coast of Ecuador,M,nas,nas,nas"
"3.6596755,4-19-2016 9:01:31,1.1? S,80.82? W,10,Ecuador - Manabi,M,nas,nas,nas"
"3.5205775,4-19-2016 9:47:58,1.31? S,80.95? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.91106729,4-20-2016 0:02:49,1.13? S,81.65? W,18,Near Coast of Ecuador,M,nas,nas,nas"
"3.67737376,4-20-2016 0:33:10,1.2? S,81.07? W,10,Ecuador - Manabi,M,nas,nas,nas"
"3.88567445,4-20-2016 1:30:56,0.18? N,80.91? W,5.35462523,Near Coast of Ecuador,M,nas,nas,nas"
"4.0921992,4-20-2016 1:48:12,0.56? N,80.35? W,6.29936647,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.22994652,4-20-2016 1:49:16,0.65? N,79.91? W,3.73651099,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.40797731,4-20-2016 1:50:38,0.7? N,80.05? W,2.82110405,Near Coast of Ecuador,M,nas,nas,nas"
"4.01453859,4-20-2016 10:03:00,0.67? N,80.13? W,7.62729025,Near Coast of Ecuador,M,nas,nas,nas"
"4.77920843,4-20-2016 11:23:22,0.11? S,80.25? W,6.06570768,Near Coast of Ecuador,M,nas,nas,nas"
"3.89900948,4-20-2016 12:01:56,0.64? N,80.48? W,4.86012077,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.04764789,4-20-2016 12:13:15,0.63? N,80.08? W,5.13772821,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.02627592,4-20-2016 12:16:11,0.88? N,80.13? W,3.4020226,Near Coast of Ecuador,M,nas,nas,nas"
"3.51986234,4-20-2016 12:37:43,0.09? S,80.62? W,10.69965649,Ecuador - Manabi,M,nas,nas,nas"
"3.66678736,4-20-2016 14:37:51,0.55? S,80.32? W,14.12295628,Near Coast of Ecuador,M,nas,nas,nas"
"3.92113756,4-20-2016 14:54:53,0.13? S,80.86? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.84463627,4-20-2016 14:58:56,0.99? S,80.88? W,15,Near Coast of Ecuador,M,nas,nas,nas"
"3.71862602,4-20-2016 15:39:44,0.86? N,81.27? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.52200355,4-20-2016 16:18:01,0.33? S,80.54? W,0.75335252,Near Coast of Ecuador,M,nas,nas,nas"
"4.82055203,4-20-2016 16:20:36,0.7? N,80.14? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.21610465,4-20-2016 16:26:49,0.07? S,80.32? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.8491206,4-20-2016 16:30:52,0.14? S,80.96? W,2.7307651,Near Coast of Ecuador,M,nas,nas,nas"
"3.6579226,4-20-2016 17:19:41,0.69? S,80.53? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.5288985,4-20-2016 19:30:30,1.08? S,81.09? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.82581882,4-20-2016 19:52:56,1.05? S,81.22? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.5921912,4-20-2016 2:13:42,0.79? N,81.07? W,5.98260975,Near Coast of Ecuador,M,nas,nas,nas"
"3.8154909,4-20-2016 2:27:50,0.53? N,80.43? W,5.09891558,Near Coast of Ecuador,M,nas,nas,nas"
"3.65794473,4-20-2016 20:34:02,1.22? S,79.9? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"5.39747179,4-20-2016 21:30:07,0.53? N,81.2? W,3.99765539,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.89325285,4-20-2016 22:31:26,0.34? S,79.85? W,4.63890982,Near Coast of Ecuador,M,nas,nas,nas"
"3.95212246,4-20-2016 22:37:27,0.78? N,81.06? W,9.32917786,Near Coast of Ecuador,M,nas,nas,nas"
"3.64570216,4-20-2016 22:47:59,0.4? S,80.2? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.54802854,4-20-2016 23:03:42,1.28? S,80.85? W,10,Ecuador - Manabi,M,nas,nas,nas"
"3.50152527,4-20-2016 3:38:49,0.13? S,80.89? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.87873925,4-20-2016 3:57:19,0.02? S,81.14? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.01268005,4-20-2016 4:11:44,0.82? S,80.89? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.91236636,4-20-2016 4:38:52,1.26? S,81.15? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.55375126,4-20-2016 6:33:32,0.65? S,81.03? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.78122186,4-20-2016 8:25:05,0.72? N,80.82? W,4.92011118,Near Coast of Ecuador,M,nas,nas,nas"
"6.4307221,4-20-2016 8:33:43,0.78? N,80.27? W,4.31011057,Near Coast of Ecuador,M,nas,nas,nas"
"4.21431593,4-20-2016 8:35:07,0.68? N,80.46? W,3.65850449,Near Coast of Ecuador,M,nas,nas,nas"
"4.42161586,4-20-2016 8:40:26,0.51? N,80.26? W,5.09258747,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.75896385,4-20-2016 8:46:02,0.64? N,79.77? W,10,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.42400356,4-20-2016 8:49:41,0.3? N,80.14? W,10,Ecuador - Manabi,M,nas,nas,nas"
"4.30376757,4-20-2016 8:50:54,0.55? N,80.04? W,5.22247982,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.46563419,4-20-2016 8:53:40,0.6? N,79.94? W,4.79098177,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.43050365,4-20-2016 8:56:51,0.51? N,79.95? W,7.16021967,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.70935278,4-20-2016 9:13:14,0.65? N,79.96? W,12.21029568,Near Coast of Ecuador,M,nas,nas,nas"
"3.62573091,4-20-2016 9:22:45,0.63? N,80.34? W,8.54414463,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.53297143,4-20-2016 9:29:16,0.68? N,80.14? W,11.42803764,Near Coast of Ecuador,M,nas,nas,nas"
"4.37863333,4-20-2016 9:35:41,0.02? S,80.36? W,3.93473935,Ecuador - Manabi,M,nas,nas,nas"
"4.21636204,4-20-2016 9:38:37,0.72? N,80.16? W,8.34227753,Near Coast of Ecuador,M,nas,nas,nas"
"3.64987347,4-20-2016 9:41:50,0.69? N,80.39? W,4.67590666,Near Coast of Ecuador,M,nas,nas,nas"
"3.60067716,4-20-2016 9:44:02,0.69? N,80.28? W,17.36582375,Near Coast of Ecuador,M,nas,nas,nas"
"3.5446066,4-20-2016 9:54:47,0.76? N,80.21? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.8862522,4-20-2016 9:59:18,0.62? N,80.22? W,1.50701988,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.842759,4-21-2016 1:39:03,0.88? N,80.05? W,3.5,Near Coast of Ecuador,M,nas,nas,nas"
"4.15207091,4-21-2016 1:56:50,0.31? S,80.6? W,3.71316409,Near Coast of Ecuador,M,nas,nas,nas"
"3.8300755,4-21-2016 12:12:24,0.7? N,81.11? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.5165711,4-21-2016 12:27:45,0.16? S,80.15? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.63648245,4-21-2016 12:31:14,0.1? S,80.82? W,7.04992199,Ecuador - Manabi,M,nas,nas,nas"
"3.88827541,4-21-2016 12:49:18,0.88? N,80.3? W,2.98606038,Near Coast of Ecuador,M,nas,nas,nas"
"4.29917882,4-21-2016 13:14:49,0.1? S,80.55? W,8.20133591,Near Coast of Ecuador,M,nas,nas,nas"
"4.54909498,4-21-2016 13:53:37,0.06? S,80.92? W,3.47591925,Near Coast of Ecuador,M,nas,nas,nas"
"3.58114143,4-21-2016 14:25:43,0.09? N,80.99? W,9.30139637,Near Coast of Ecuador,M,nas,nas,nas"
"4.00648323,4-21-2016 4:32:23,0.4? N,80.11? W,3,Near Coast of Ecuador,M,nas,nas,nas"
"3.96804963,4-21-2016 4:53:45,0.8? N,80.57? W,2.34113979,Near Coast of Ecuador,M,nas,nas,nas"
"3.6307293,4-21-2016 5:06:29,4.11? S,80.46? W,22.23677826,Ecuador - Loja,M,nas,nas,nas"
"4.86775996,4-22-2016 10:39:52,0.06? S,80.19? W,5.85208321,Near Coast of Ecuador,M,nas,nas,nas"
"3.84454736,4-22-2016 10:48:28,0.16? S,80.87? W,14.70118141,Near Coast of Ecuador,M,nas,nas,nas"
"3.74355447,4-22-2016 10:58:24,1.2? S,80.57? W,2.82112718,Near Coast of Ecuador,M,nas,nas,nas"
"3.97583133,4-22-2016 11:17:10,0.04? S,81.26? W,2.90178204,Ecuador - Manabi,M,nas,nas,nas"
"3.93055251,4-22-2016 11:20:32,0.72? N,80.1? W,12.35495758,Near Coast of Ecuador,M,nas,nas,nas"
"3.76107913,4-22-2016 11:29:57,0.67? N,80.5? W,4.32687616,Near Coast of Ecuador,M,nas,nas,nas"
"3.51271298,4-22-2016 12:47:36,0.57? N,80.5? W,9.35159016,Ecuador - Esmeraldas,M,nas,nas,nas"
"5.09514923,4-22-2016 13:26:18,2.76? S,79.98? W,25.55827332,Near Coast of Ecuador,M,nas,nas,nas"
"4.44043068,4-22-2016 13:36:05,0.23? N,80.24? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"4.04057321,4-22-2016 14:35:22,0.57? N,80.51? W,3.90500403,Near Coast of Ecuador,M,nas,nas,nas"
"3.76201166,4-22-2016 15:21:40,0.77? N,80.41? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"4.89822659,4-22-2016 15:36:27,0.12? S,80.49? W,6.39017439,Near Coast of Ecuador,M,nas,nas,nas"
"5.04306277,4-22-2016 15:38:59,0.23? S,80.98? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.17381728,4-22-2016 15:53:56,0.36? S,81.27? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.55484717,4-22-2016 16:27:00,0.8? N,81.17? W,6.325315,Near Coast of Ecuador,M,nas,nas,nas"
"3.50366625,4-22-2016 16:46:48,0.75? N,80.42? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.76620765,4-22-2016 16:48:06,0.62? N,80.43? W,10.23543453,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.49184222,4-22-2016 17:58:48,0.46? N,80.12? W,7.98966026,Near Coast of Ecuador,M,nas,nas,nas"
"3.7064909,4-22-2016 18:34:32,0.74? N,80.61? W,5.58945513,Near Coast of Ecuador,M,nas,nas,nas"
"3.76240136,4-22-2016 2:29:10,0.69? N,80.35? W,10.65176773,Near Coast of Ecuador,M,nas,nas,nas"
"4.42556948,4-22-2016 2:33:12,0.13? S,80.33? W,5.9716382,Near Coast of Ecuador,M,nas,nas,nas"
"3.796149,4-22-2016 20:19:41,1.52? S,80.61? W,10,Ecuador - Manabi,M,nas,nas,nas"
"3.55547903,4-22-2016 20:28:54,0.79? N,80.9? W,1.73158336,Near Coast of Ecuador,M,nas,nas,nas"
"4.52463525,4-22-2016 22:05:24,1.42? S,80.61? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"6.16025923,4-22-2016 3:03:39,0.18? S,80.94? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.62436984,4-22-2016 3:08:24,0.21? S,80.77? W,9.97137833,Near Coast of Ecuador,M,nas,nas,nas"
"4.86354013,4-22-2016 3:10:05,0.28? S,80.48? W,0.84149772,Near Coast of Ecuador,M,nas,nas,nas"
"4.36946995,4-22-2016 3:17:15,0.24? S,80.69? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"6.01236792,4-22-2016 3:20:08,0.18? S,80.8? W,4.17201757,Near Coast of Ecuador,M,nas,nas,nas"
"4.38177658,4-22-2016 3:29:04,0.08? S,80.88? W,9.58618641,Near Coast of Ecuador,M,nas,nas,nas"
"4.61735483,4-22-2016 3:45:57,0.05? N,80.95? W,11.06874752,Near Coast of Ecuador,M,nas,nas,nas"
"3.58372073,4-22-2016 3:53:52,0.17? S,80.74? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.61104548,4-22-2016 3:59:54,0.08? S,80.71? W,65.79554749,Ecuador - Manabi,M,nas,nas,nas"
"4.23752002,4-22-2016 4:04:26,0.1? S,80.43? W,12.48849773,Near Coast of Ecuador,M,nas,nas,nas"
"3.61360298,4-22-2016 4:09:27,0.06? S,80.7? W,8.25347996,Near Coast of Ecuador,M,nas,nas,nas"
"3.94675986,4-22-2016 4:15:42,0.05? N,80.69? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.50271308,4-22-2016 4:25:25,0.16? S,81.51? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"5.18365008,4-22-2016 4:31:31,0.25? S,81.04? W,0.47454122,Near Coast of Ecuador,M,nas,nas,nas"
"3.75931407,4-22-2016 4:54:30,1.56? S,80.75? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.53675921,4-22-2016 5:12:16,0.44? N,81.25? W,152.8073883,Ecuador - Manabi,M,nas,nas,nas"
"4.24543686,4-22-2016 5:37:37,0.23? S,80.1? W,6.80499697,Near Coast of Ecuador,M,nas,nas,nas"
"3.8022041,4-22-2016 5:52:55,0.1? S,80.5? W,6.31556988,Near Coast of Ecuador,M,nas,nas,nas"
"3.51315478,4-22-2016 5:55:52,0.17? S,80.63? W,12.91841507,Ecuador - Manabi,M,nas,nas,nas"
"4.25516269,4-22-2016 6:17:23,0.07? S,80.28? W,1.7057898,Near Coast of Ecuador,M,nas,nas,nas"
"3.66096297,4-22-2016 7:12:44,0.4? S,80.8? W,9.43618393,Near Coast of Ecuador,M,nas,nas,nas"
"3.83967018,4-22-2016 7:43:47,0.63? N,80.98? W,2.85216594,Near Coast of Ecuador,M,nas,nas,nas"
"3.74902579,4-22-2016 8:03:44,0.05? S,80.08? W,11.90623856,Near Coast of Ecuador,M,nas,nas,nas"
"5.20195438,4-22-2016 8:52:16,0.15? S,81.24? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.62110736,4-22-2016 9:12:04,0.12? N,81.02? W,13.34796047,Near Coast of Ecuador,M,nas,nas,nas"
"3.56361803,4-22-2016 9:34:15,1.41? S,80.32? W,8.50152016,Near Coast of Ecuador,M,nas,nas,nas"
"3.59714487,4-23-2016 1:04:31,0.69? N,81.13? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"5.7492045,4-23-2016 1:24:33,0.61? N,80.55? W,9.3367548,Near Coast of Ecuador,M,nas,nas,nas"
"4.70820894,4-23-2016 1:32:52,0.6? N,80.36? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.43839175,4-23-2016 1:40:24,0.72? N,80.54? W,8.73653126,Near Coast of Ecuador,M,nas,nas,nas"
"4.34520361,4-23-2016 1:45:01,0.67? N,80.51? W,10.26876545,Near Coast of Ecuador,M,nas,nas,nas"
"3.55236297,4-23-2016 10:14:53,0.64? N,80.47? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.67479816,4-23-2016 10:40:45,0.68? N,80.21? W,3.81701779,Near Coast of Ecuador,M,nas,nas,nas"
"3.6800318,4-23-2016 13:14:20,2.36? S,80.19? W,30.52811813,Ecuador - Guayas,M,nas,nas,nas"
"3.7802191,4-23-2016 13:18:26,0.19? S,80.05? W,4.52016258,Near Coast of Ecuador,M,nas,nas,nas"
"3.65849655,4-23-2016 14:31:54,0.24? N,80.63? W,7.54592323,Near Coast of Ecuador,M,nas,nas,nas"
"4.15130243,4-23-2016 16:06:03,0.09? S,80.56? W,5.60215044,Near Coast of Ecuador,M,nas,nas,nas"
"3.81637249,4-23-2016 19:09:51,0.29? S,80.85? W,13.5057869,Ecuador - Manabi,M,nas,nas,nas"
"4.24137438,4-23-2016 2:55:59,0.09? N,80.39? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.6663725,4-23-2016 2:58:14,1.7? S,80.88? W,1.58679164,Ecuador - Pastaza,M,nas,nas,nas"
"3.58093301,4-23-2016 23:50:33,0.36? N,80.46? W,5.05259514,Near Coast of Ecuador,M,nas,nas,nas"
"4.18337165,4-23-2016 3:16:48,0.7? N,80.46? W,3.1891408,Near Coast of Ecuador,M,nas,nas,nas"
"3.68296085,4-23-2016 3:59:31,0.52? N,80.6? W,5.52644396,Near Coast of Ecuador,M,nas,nas,nas"
"4.99500142,4-23-2016 4:06:31,0.7? N,80.29? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.97161725,4-23-2016 7:50:33,0.19? N,80.49? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.55584743,4-23-2016 8:18:13,0.28? N,80.34? W,1.97543466,Near Coast of Ecuador,M,nas,nas,nas"
"4.2784178,4-23-2016 9:04:37,0.53? N,80.63? W,10.41671276,Near Coast of Ecuador,M,nas,nas,nas"
"3.91364435,4-24-2016 0:36:07,0.94? N,80.54? W,2.28551602,Near Coast of Ecuador,M,nas,nas,nas"
"3.86884202,4-24-2016 11:14:10,0.82? N,80.72? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.53174518,4-24-2016 14:36:19,0.15? N,80.57? W,4.63213205,Near Coast of Ecuador,M,nas,nas,nas"
"3.92193295,4-24-2016 15:46:03,0.2? N,80.83? W,4.5209136,Near Coast of Ecuador,M,nas,nas,nas"
"3.59461225,4-24-2016 18:39:36,0.03? S,80.42? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.64456229,4-24-2016 19:13:22,0.24? S,80.82? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.50104391,4-24-2016 20:29:17,0.04? N,81.1? W,5.41311169,Near Coast of Ecuador,M,nas,nas,nas"
"4.08843507,4-24-2016 23:45:36,0.05? S,81.03? W,10.36977959,Near Coast of Ecuador,M,nas,nas,nas"
"3.6458043,4-24-2016 5:15:34,0.27? N,80.51? W,2.94375873,Near Coast of Ecuador,M,nas,nas,nas"
"4.38818643,4-24-2016 7:22:00,0.7? N,80.67? W,6.01655006,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.74729179,4-25-2016 0:24:14,0.11? S,79.73? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"3.58182491,4-25-2016 11:55:38,0.87? S,80.34? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"4.24792,4-25-2016 13:50:55,1.16? S,81.01? W,4.5999999,Near Coast of Ecuador,M,nas,nas,nas"
"3.62998658,4-25-2016 15:44:30,0.45? S,81.15? W,7.19134808,Ecuador - Manabi,M,nas,nas,nas"
"3.95396321,4-25-2016 19:38:46,0.15? S,80.35? W,2.95371175,Near Coast of Ecuador,M,nas,nas,nas"
"4.21564682,4-25-2016 2:25:43,0.14? S,80.51? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"3.6202888,4-25-2016 2:54:01,1.06? S,81.35? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"5.10321384,4-25-2016 21:15:52,0.9? S,81.56? W,5.41434097,Ecuador - Manabi,M,nas,nas,nas"
"4.10267055,4-25-2016 21:29:52,1.08? S,80.89? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.55655485,4-25-2016 3:47:25,1.29? S,81.44? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"3.78495623,4-25-2016 4:42:24,0.56? N,81.42? W,76.69999695,Near Coast of Ecuador,M,nas,nas,nas"
"4.54763841,4-25-2016 7:06:23,0.07? S,80.78? W,5.13646793,Ecuador - Manabi,M,nas,nas,nas"
"3.62322058,4-25-2016 7:17:52,0.54? N,80.05? W,6.76248932,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.22716635,4-25-2016 7:46:45,0.6? N,80? W,5.34292221,Near Coast of Ecuador,M,nas,nas,nas"
"4.63824597,4-25-2016 9:55:58,0.81? S,80.54? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"4.34302629,4-26-2016 1:27:54,0.13? S,81.31? W,9.95831966,Near Coast of Ecuador,M,nas,nas,nas"
"3.81080923,4-26-2016 12:24:33,0.04? S,81.11? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.63205061,4-26-2016 12:47:19,1.47? S,80.96? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.5686681,4-26-2016 15:50:34,0.37? N,81.38? W,6.65374756,Near Coast of Ecuador,M,nas,nas,nas"
"3.79284788,4-26-2016 16:11:58,0.34? N,80.62? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.58024375,4-26-2016 17:55:53,0.31? N,80.63? W,2.52435637,Near Coast of Ecuador,M,nas,nas,nas"
"3.79360731,4-26-2016 19:17:12,0.26? N,80.51? W,4.30240154,Near Coast of Ecuador,M,nas,nas,nas"
"3.70872399,4-26-2016 21:19:57,0.57? S,80.39? W,4.58883285,Near Coast of Ecuador,M,nas,nas,nas"
"4.18665653,4-26-2016 21:33:17,0.51? S,80.76? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.01903608,4-26-2016 21:42:47,0.58? N,80.87? W,7.66948843,Near Coast of Ecuador,M,nas,nas,nas"
"5.62373423,4-26-2016 21:58:32,0.14? S,80.28? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.93502762,4-26-2016 23:08:37,0.27? N,80.99? W,10.41729641,Near Coast of Ecuador,M,nas,nas,nas"
"3.63988455,4-26-2016 23:36:04,0.61? S,80.32? W,19.11281967,Near Coast of Ecuador,M,nas,nas,nas"
"3.63300358,4-26-2016 3:20:38,0.66? N,80.76? W,8.30518818,Near Coast of Ecuador,M,nas,nas,nas"
"3.66339705,4-26-2016 3:46:54,0.32? N,80.52? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.55895276,4-26-2016 3:57:29,0.48? N,80.23? W,9.42261505,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.53224494,4-26-2016 5:21:49,0.25? S,80.08? W,13.6183157,Ecuador - Manabi,M,nas,nas,nas"
"3.78780819,4-26-2016 5:43:21,0.2? S,80.37? W,10,Near Coast of Ecuador,M,nas,nas,nas"
